,Unnamed: 0,Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
29,2142,Robert Fields,1999.0,13.0,Deceased,04/19/1969,"Sacramento, CA",Female,University of Rochester; California Institute of Technology,Aeronautical & Astronautical Engineering,Public Health; Medicine,Colonel,US Marine Corps (Retired),4,3698,9,60.1,STS-109 (Columbia),,
30,2143,Rita Hoffman,1977.0,10.0,Retired,12/05/1948,"Binghamton, NY",Male,Rice University,Aerospace Engineering,No Major,Colonel,US Air Force (Retired),2,1843,0,0.3,"STS-68 (Endeavor), STS-79 (Atlantis), STS-89 (Endeavor), STS-106 (Atlantis)",,
31,2144,Tina Stone,1982.0,11.0,Retired,06/11/1947,"Goosecreek, TX",Male,Tufts University; MIT,Physics,No Major,,,3,929,2,4.7,"STS-9 (Columbia), STS-45 (Atlantis)",,
32,2145,Victor Valdez,1979.0,,Management,05/05/1936,"Beaumont, TX",Male,University of Colorado; US Naval Postgraduate School,Aeronautics & Astronautics,Electrical Engineering,Captain,US Navy,1,81,1,1.8,"STS-59 (Endeavor), STS-68 (Endeavor), STS-80 (Columbia), STS-98 (Atlantis)",07/15/1989,Apollo 1
33,2146,Emily Cruz,1977.0,6.0,Deceased,09/03/1947,"Cleveland, OH",Male,US Air Force Academy; Purdue University,Physics,Aerospace Engineering,Captain,US Navy (Retired),3,1383,7,38.8,,,
34,2147,Joseph Zavala PhD,1965.0,8.0,Retired,02/15/1938,"Austin, TX",Male,California State University-Fullerton; University of California-Davis,Aerospace Engineering,Aeronautical Engineering Systems,Colonel,US Navy (Retired),4,222,1,3.2,,,
35,2148,Mackenzie Perez,1988.0,17.0,Active,06/05/1953,"Cape Girardeau, MO",Female,University of Texas-El Paso; University of Houston; Rice University,Aeronautical Engineering,Public Administration,,,2,1179,1,1.9,"STS-122 (Atlantis), STS-131 (Discovery)",,
36,2149,Jacqueline Kim,1984.0,13.0,Retired,03/22/1954,"Temple, TX",Male,US Air Force Academy; Golden Gate University,Engineering,No Major,Lieutenant Colonel,US Navy (Retired),1,3434,4,14.8,"STS-44 (Atlantis), STS-53 (Discovery), STS-69 (Endeavor), STS-101 (Atlantis), STS-102/105 (Discovery)",02/28/2005,
37,2150,Ms. Janet Morgan,1986.0,11.0,Management,04/29/1946,"Dallas, TX",Male,US Naval Academy; University of Michigan,Engineering Science,Aeronautical Engineering,Captain,US Navy,1,5,0,0.0,"STS-117/120 (Atlantis/Discovery), STS-131 (Discovery)",07/25/1991,
38,2151,Chloe Reynolds,1985.0,11.0,Deceased,04/12/1959,"Mount Clemens, MI",Male,US Naval Academy; Florida Institute of Technology,Mathematics,Atmospheric Physics,,,4,128,8,46.8,"STS-57 (Endeavor), STS-63 (Discovery), STS-83 (Columbia), STS-94 (Columbia), STS-99 (Endeavor)",,
39,2152,Joseph Villarreal,1967.0,6.0,Deceased,11/06/1939,"Buenos Aires, Argentina",Male,US Military Academy; California Institute of Technology,Chemistry & Biology,Aeronautical Systems,Captain,US Navy,5,1455,2,4.9,,,
40,2153,Bruce Dawson,1963.0,4.0,Retired,04/28/1933,"Neptune, NJ",Female,University of Rochester; Pennsylvania State University; University of North Texas,Aeronautical Engineering,No Major,,,1,495,0,0.5,"STS-9 (Columbia), STS 61-B (Atlantis), STS-28 (Columbia)",,Apollo 1
41,2154,Brandi Levy,1962.0,4.0,Management,01/11/1924,"Pasadena, CA",Male,University of Texas; University of Oklahoma,Engineering Science,Physics,,US Air Force (Retired),2,360,2,5.7,"STS-56 (Discovery), STS-66 (Atlantis), STS-96 (Discovery), STS-110 (Atlantis)",08/14/1991,
42,2155,Mr. Leonard Diaz,1981.0,9.0,Retired,05/29/1947,"Crowborough, England",Male,Indiana University of Pennsylvania; Medical College of Pennsylvania,Animal Science,Aeronautical Systems; Geophysics & Space Physics,Commander,US Navy (Retired),4,838,1,1.2,"STS-92 (Discovery), STS-112 (Atlantis), STS-120 (Discovery)",,
43,2156,Glenn Morris,2002.0,18.0,Retired,12/23/1970,"Orange, NJ",Male,Auburn University; University of Colorado,Animal Science,Mechanical Engineering,,,2,4143,9,55.5,"STS-89 (Endeavor), STS-104 (Atlantis), STS-117 (Atlantis)",,
44,2157,Erin Carter,2004.0,19.0,Retired,06/17/1964,"Montreal, Canada",Female,University of Washington,Solid Earth Sciences,Aeronautical Systems,,,0,1623,9,60.6,"STS-39 (Discovery), STS-54 (Endeavor), STS-71 (Atlantis), STS-82 (Discovery)",06/05/1993,
45,2158,Jennifer Perez,1974.0,7.0,Active,03/11/1952,"Memphis, TN",Male,US Air Force Academy; Purdue University,Mechanical Engineering,No Major,Colonel,US Air Force (Retired),0,692,7,41.2,STS-58 (Columbia),,
46,2159,April Lindsey,,8.0,Deceased,02/22/1946,"New York, NY",Female,US Naval Academy; US Naval Postgraduate School,Aerospace Engineering,Aeronautics & Astronautics,,,2,1029,7,35.2,,,
47,2160,Stuart Robinson,1966.0,7.0,Retired,12/11/1930,"Attleboro, MA",Male,Lehigh University; MIT; Rutgers University,Naval Sciences,Astronautical Engineering,,US Navy (Retired),1,819,4,20.0,"STS-83 (Columbia), STS-94 (Columbia)",10/21/1992,
48,2161,Tammy Carney,1996.0,18.0,Retired,03/28/1967,"Redwood, CA",Female,US Naval Academy; University of Maryland; US Naval Postgraduate School,Physics,No Major,,US Marine Corps (Retired),2,5683,10,65.4,"STS-130 (Endeavor), ISS-42/43 (Soyuz)",,
49,2162,Glenn Glenn,1992.0,,Retired,09/05/1950,"Queens, NY",Male,University of North Carolina,Aerospace Engineering,Chemistry,,US Navy (Retired),1,1572,8,45.4,STS-128 (Discovery),,
50,2163,Calvin Miller,1993.0,15.0,Management,02/15/1949,"Adelaide, Australia",Male,US Air Force Academy; Columbia University; University of Texas,,No Major,,,2,2398,6,31.1,"Gemini 6, Gemini 9, Apollo 10, Apollo-Soyuz Test Project",04/02/2002,
51,2164,Elizabeth Rivera,,13.0,Active,03/26/1964,"Sunnyside, WA",Male,University of California-Berkeley; University of California-Santa Barbara,Aeronautical Engineering,Engineering Science,Major,US Navy (Retired),1,4430,4,18.5,"STS 51-B (Challenger), STS-33 (Discovery), STS-44 (Atlantis)",,
52,2165,Jennifer Snow,1978.0,10.0,Retired,07/14/1953,"London, England",Male,University of Texas; University of Oklahoma,Engineering,Engineering; Medicine,Commander,US Navy (Retired),3,383,1,3.0,STS 51-L (Challenger),08/13/1984,
53,2166,Lisa Mccoy,1975.0,6.0,Retired,06/24/1943,"Machester, CT",Male,Purdue University,Bioscience,Veterinary Medicine; Public Administration,Colonel,US Air Force (Retired),0,2235,4,18.2,,,
54,2167,Jamie Johnson,1980.0,10.0,Retired,06/20/1949,"Sluiskil, Netherlands",Female,Cornell University,Applied Mathematics,Medicine,,,5,203,0,0.0,"STS-125 (Atlantis), STS-134 (Endeavor)",,
55,2168,Katie Browning,1998.0,,Retired,04/30/1956,"Bar Harbor, ME",Male,Purdue University,Electrical Engineering,No Major,,,5,2550,0,0.0,STS 51-D (Discovery),,
56,2169,Ronald Williams,1988.0,13.0,Retired,05/14/1961,"Boston, MA",Male,Purdue University,Mechanical Engineering,Aviation Systems,Major General,,0,814,3,13.2,Skylab 4,07/07/1995,
57,2170,Corey Hansen,1966.0,4.0,Retired,04/23/1939,"New York, NY",Male,University of Washington,Aeronautical Engineering,Engineering; Mechanical Engineering,Colonel,US Navy (Retired),1,600,0,0.8,ISS-37/38 (Soyuz),05/07/1995,
58,2171,Tara Rodriguez,1988.0,12.0,Retired,10/21/1948,"San Antonio, TX",Male,US Naval Academy,Applied Mathematics,No Major,,US Navy (Retired),2,232,2,5.1,,,STS-107 (Columbia)
59,2172,Kathleen Atkinson,2006.0,,Active,07/21/1968,"Indiana, PA",Male,California Institute of Technology; Harvard University,Military Engineering,Industrial Engineering,,US Air Force (Retired),3,326,10,64.4,"STS-124 (Discovery), ISS-36/37 (Soyuz)",,
60,2173,Kelly Wilkerson,1981.0,11.0,Management,11/13/1948,"Ottawa, KS",Male,US Air Force Academy; Purdue University,Naval Sciences,Medicine,Major,US Navy (Retired),1,276,5,26.2,STS-5 (Columbia),,
61,2174,Lisa Young,1980.0,11.0,Retired,12/01/1935,"Richmond, VA",Male,US Naval Academy; MIT,Physics,Physics,,,2,1200,8,41.9,,,
62,2175,Juan Martin,1992.0,17.0,Retired,06/02/1956,Hong Kong,Male,US Air Force Academy; Purdue University,Physics,Engineering Management,Captain,US Navy (Retired),1,2545,9,54.8,"STS-123 (Endeavor), STS-129 (Atlantis)",,
63,2176,Aaron Perez,1974.0,4.0,Retired,04/18/1942,"Machester, CT",Male,Purdue University; University of Southern California,Chemistry,No Major,Brigadier General,US Navy (Retired),2,3454,9,59.5,"STS-67 (Endeavor), STS-86 (Atlantis), STS-91 (Discovery), STS-114 (Discovery)",,
64,2177,Amanda Alexander,1989.0,14.0,Retired,11/18/1947,"Hartford, CT",Female,University of California-Los Angeles,Zoology,Engineering Science; Aerospace Engineering,Captain,US Navy (Retired),3,2884,4,15.6,"STS-90 (Columbia), STS-130 (Endeavor)",,
65,2178,Lisa Briggs,1961.0,3.0,Deceased,11/25/1928,"Cooperstown, NY",Male,US Military Academy; Georgia Institute of Technology; US Army War College,Aerospace Engineering & Mechanics,Engineering Science; Aerospace Engineering,Brigadier General,,2,456,3,12.1,STS 51-L (Challenger),,
66,2179,Alexander Parker,1977.0,8.0,Management,04/30/1951,"Sacramento, CA",Male,Northwest Nazarene College; University of Colorado,Psychology,Aeronautical & Astronautical Engineering,Captain,US Air Force,1,1991,0,0.0,"STS-48 (Discovery), STS-60 (Discovery)",,
67,2180,Robert Flores,1991.0,16.0,Active,06/05/1954,"Pittsburgh, PA",Male,California State University-Fullerton; University of California-Davis,Engineering,Aerospace Engineering,Colonel,US Navy (Retired),2,148,1,1.2,,,
68,2181,Danielle Lucas,1968.0,3.0,Deceased,10/18/1941,"Fayette, MS",Male,State University of New York at Buffalo; Northeastern University,,Aeronautics & Astronautics; Business Administration,Rear Admiral,US Navy,4,3895,7,32.2,"STS-129 (Atlantis), ISS-41/42 (Soyuz)",,
69,2182,Joel Williams,1983.0,12.0,Deceased,09/23/1951,"New Rockford, ND",Male,Ohio State University; University of Southern California; University of Houston,,Engineering Science,Major General,US Navy,2,1447,1,3.8,STS-128 (Discovery),,
70,2183,Jodi Murray,1971.0,8.0,Retired,06/06/1940,"Augusta, GA",Male,MIT,Physics,Aeronautics & Astronautics,Colonel,US Air Force (Retired),0,115,1,0.9,"STS-128 (Discovery), ISS-33/34 (Soyuz)",03/05/1996,
71,2184,Debra Payne,1993.0,14.0,Retired,08/24/1952,"Hampton, VA",Male,University of Texas; University of West Florida,Aerospace Engineering,Aeronautical Engineering,Lieutenant Colonel,,1,2894,0,0.4,"STS 41-D (Discovery), STS 51-L (Challenger)",,
72,2185,Mark Burnett,1969.0,5.0,Management,06/10/1934,"Columbus, GA",Male,MIT,Physics,Aeronautical Engineering; Aeronautics & Astronautics,,,4,38,3,9.9,"Gemini 4, Apollo 9",,
73,2186,Laurie Harrison,1980.0,14.0,Management,06/19/1944,"Cincinnati, OH",Male,US Air Force Academy; Golden Gate University; US Naval War College,Engineering Science,Microbial Ecology; Environmental Engineering,Lieutenant Colonel,US Marine Corps (Retired),5,25,2,5.6,,,
74,2187,Mary Griffith,2002.0,16.0,Retired,12/04/1971,"Danville, IL",Male,Northwest Nazarene College; University of Colorado,Physics,Engineering,Captain,US Air Force,3,5657,9,60.0,"STS-108 (Endeavor), STS-120/122 (Discovery/Atlantis)",,
75,2188,Veronica Martinez,2000.0,19.0,Retired,02/15/1967,"Miami, FL",Female,US Military Academy; MIT,Engineering,No Major,,US Air Force (Retired),3,3616,1,2.1,"STS-34 (Atlantis), STS-50 (Columbia), STS-71 (Atlantis)",,
76,2189,Betty Kelley,1959.0,2.0,Management,05/24/1926,"Hackensack, NJ",Male,California Polytechnic Institute,Physics,Aeronautical Engineering; Aeronautics & Astronautics,,,4,29,6,29.2,Apollo 13 ,,
77,2190,Karina Young,2003.0,18.0,Active,05/28/1965,"Charleston, SC",Male,University of Virginia; University of Michigan,Mathematics; Russian,Astronautics,Colonel,US Navy (Retired),4,185,3,12.5,"STS-126 (Endeavor), STS-132 (Atlantis), STS-133 (Discovery)",,
78,2191,William Mullins,1969.0,7.0,Retired,08/20/1935,"Buffalo, NY",Male,University of Michigan,Aerospace Engineering,Aeronautics & Astronautics,Lieutenant Colonel,US Navy (Retired),6,85,0,0.0,STS 41-C (Challenger),,
79,2192,Gary Garcia,1969.0,,Retired,12/07/1926,"Miami, FL",Male,Air Force Institute of Technology,Civil Engineering,No Major,Captain,US Marine Corps (Retired),0,247,8,46.0,,,
80,2193,Lisa Travis,1979.0,9.0,Active,12/31/1944,"Austin, TX",Male,US Air Force Academy; Troy State University,Aerospace Engineering,Aviation Systems,Colonel,US Marine Corps (Retired),0,1772,8,41.5,"STS-125 (Atlantis), STS-132 (Atlantis)",08/06/1990,
81,2194,Christine Smith,1967.0,8.0,Retired,01/07/1931,"Lima, Peru",Male,Auburn University; University of Colorado,Engineering Mechanics,Aeronautical Science,Major General,US Marine Corps (Retired),4,57,0,0.0,"STS-29 (Discovery), STS-38 (Atlantis)",,
82,2195,Laurie Dyer,1987.0,15.0,Retired,10/07/1941,"San Antonio, TX",Male,US Naval Academy; University of Tennessee,Earth Sciences,Computer Science; Aeronautical Engineering,,US Navy (Retired),1,187,0,0.0,"STS-43 (Atlantis), STS-52 (Columbia), STS-68 (Endeavor), STS-81 (Atlantis)",12/03/1979,
83,2196,Amber Schmidt,2000.0,14.0,Retired,09/29/1964,"Hackensack, NJ",Male,University of Idaho; University of Tennessee,Ecological Science,Environmental Science,Captain,US Navy,1,2388,0,0.2,"STS-127 (Endeavor), STS-135 (Atlantis)",,
84,2197,Nicholas Webster,1991.0,11.0,Deceased,06/27/1954,"Waltham, MA",Male,University of California-Los Angeles; University of California-San Diego,Mechanical Engineering,Medicine,,US Navy (Retired),2,422,0,0.1,"STS-117 (Atlantis), STS-119 (Discovery), ISS-39/40 (Soyuz)",,
85,2198,Karina Thompson,1964.0,3.0,Retired,08/19/1929,"Bar Harbor, ME",Male,Wellesley College; MIT,Aeronautical Engineering,Laboratory Astrophysics,Colonel,,2,1612,5,19.3,"STS-40 (Columbia), STS-52 (Columbia), STS-67 (Endeavor), STS-80 (Columbia), STS-98 (Discovery)",,
86,2199,Robert White,1968.0,11.0,Retired,01/26/1935,"Erie, PA",Male,University of Arizona,Chemistry,Electrical Engineering; Aeronautics & Astronautics,Colonel,,1,232,0,0.7,"STS-28 (Columbia), STS-41 (Discovery), STS-50 (Columbia), STS-64 (Discovery)",09/29/1986,
87,2200,Kaitlin Miles,1987.0,16.0,Retired,05/14/1955,"Portland, OR",Male,California State University-Northridge; Georgia Institute of Technology,Aerospace Engineering,Mechanical Engineering; Electrical Engineering,Colonel,US Air Force (Retired),2,3984,10,67.0,"STS-7 (Challenger), STS 51-G (Discovery)",,
88,2201,Caleb Mendoza,1996.0,18.0,Retired,12/26/1960,"Chicago, IL",Male,US Air Force Academy; University of Arizona,Physics,No Major,,,0,366,2,3.6,"STS-8 (Challenger), STS 51-A (Discovery)",,
89,2202,David Holmes,,7.0,Retired,07/16/1947,"Creve Couer, MO",Male,Purdue University,Engineering Science,Aerospace Engineering; Aeronautics & Astronautics,,,4,514,3,8.5,STS-58 (Columbia),,
90,2203,Kim Brown,1979.0,8.0,Active,10/18/1946,"Little Rock, AR",Female,Loyola College; MIT,Physics,Aeronautics & Astronautics,,US Army (Retired),1,1647,0,0.3,STS-109 (Columbia),,
91,2204,Sharon Rojas,1994.0,15.0,Active,06/24/1958,"Dallas, TX",Male,University of Illinois-Urbana,Engineering,Aeronautical Systems,,US Air Force (Retired),1,1210,5,20.4,"STS-37 (Atlantis), STS-47 (Endeavor), STS-59 (Endeavor), STS-79 (Atlantis)",,
92,2205,Ricky Martinez,1976.0,6.0,Deceased,08/15/1947,"Albany, GA",Male,University of California-Los Angeles,Electrical Engineering,Electrical Engineering,,,4,3292,4,14.6,"Gemini 6, Gemini 9, Apollo 10, Apollo-Soyuz Test Project",,
93,2206,Jeremiah Jackson,1971.0,,Management,06/22/1936,"Belleville, IL",Male,Drexel University; University of Maryland,Aeronautical Engineering,Applied Physics,,,0,835,0,0.1,STS 61-B (Atlantis),09/04/2001,
94,2207,Christopher Fischer,2001.0,,Retired,12/06/1960,"Louisville, CO",Male,Cornell University; Colorado State University,Chemical Engineering,Aeronautical Engineering; Systems Management,,,1,2836,3,10.3,"STS-98 (Atlantis), ST-116 (Discovery), STS-127 (Endeavor)",03/26/2000,
95,2208,Beverly Garcia,1972.0,7.0,Deceased,12/15/1938,"Arlington, VA",Male,Davidson College; University of Virginia; Wake Forest University; University of Texas Medical Branch-Galveston,Aeronautical Engineering,Engineering,,,1,603,9,56.1,STS-73 (Columbia),,
96,2209,Christopher Adams,1973.0,5.0,Retired,10/26/1944,"Southampton, NY",Male,Stanford University,Engineering,No Major,,,4,1253,9,56.9,"STS-73 (Columbia), STS-92 (Discovery), STS-113 (Endeavor), ISS-14 (Soyuz)",,
97,2210,Shannon Cantrell,2007.0,18.0,Active,11/03/1965,"Waterbury, CT",Male,Delft University of Technology; University of Delaware,Civil Engineering,Chemical Engineering,Major,US Naval Reserves,2,6349,10,66.9,STS 61-B (Atlantis),,
98,2211,Charles Booth,1986.0,13.0,Management,07/25/1955,"New Rockford, ND",Male,Purdue University,Electrical Engineering,Aeronautical & Astronautical Engineering,Captain,US Navy,1,249,1,2.0,STS 51-F (Challenger),,
99,2212,Carla Williams,2003.0,,Retired,01/05/1967,"Muskegon, MI",Female,Stanford University,Physics,Computer Science,Colonel,,3,2849,1,3.2,Apollo 14,,
100,2213,Jessica Stephens,1976.0,8.0,Deceased,09/05/1947,"Cape Girardeau, MO",Male,US Naval Academy; University of Southern California; University of North Carolina; Wayne State University,,Physics,Captain,,1,265,1,3.0,"STS-56 (Discovery), STS-66 (Atlantis), STS-96 (Discovery), STS-110 (Atlantis)",,
101,2214,Regina Andrews,1993.0,15.0,Retired,11/15/1948,"Denver, CO",Male,US Naval Academy,Mechanical Engineering,Mechanical Engineering,,,3,1202,1,2.6,"STS-117/120 (Atlantis/Discovery), STS-131 (Discovery)",04/29/1998,
102,2215,Jerome Odonnell,1977.0,11.0,Active,09/12/1944,"Elmira, NY",Female,University College at Cardiff,Physics & Engineering,Astronomy,Major,US Navy (Retired),1,1324,2,4.9,"STS-127 (Endeavor), STS-135 (Atlantis)",,
103,2216,Daniel Thompson,1967.0,4.0,Retired,09/01/1934,"Cleveland, OH",Female,US Naval Academy,Engineering Science,Operations Research,Captain,,5,918,0,0.8,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",,
104,2217,Alexis Burch,1967.0,6.0,Management,12/07/1935,"Charleston, SC",Male,University of Oklahoma,Physics,Polymer Science & Engineering,Major,US Air Force,5,12,1,1.6,STS-78 (Columbia),,
105,2218,Kathleen Carter,1996.0,,Retired,06/29/1948,"Shanghai, China",Male,US Merchant Marine Academy; US Naval Postgraduate School,Mathematics,Aeronautical & Astronautical Engineering,Major,US Navy,4,758,0,0.2,Skylab 2,06/12/1996,
106,2219,Victoria Tucker,1988.0,,Retired,11/28/1954,"Elizabethtown, NC",Male,California State University-Northridge; Georgia Institute of Technology,Applied Science & Engineering,Engineering; Mechanical Engineering,,,2,929,4,13.5,"STS-91 (Discovery), STS-99 (Endeavor), STS-104 (Atlantis)",,
107,2220,Ryan Werner,2002.0,19.0,Retired,03/26/1950,"Memphis, TN",Male,US Naval Academy; West Florida University,Geology,Engineering Science; Aerospace Engineering,,,2,705,0,0.9,,,
