,Unnamed: 0,Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
10,3813,Jim Payne,2007.0,20.0,Active,09/27/1970,"Miami, FL",Female,US Air Force Academy,Applied Science & Engineering,Mechanical Engineering,Captain,US Air Force Reserves,3,2618,6,28.3,"STS-86 (Atlantis), STS-97 (Endeavor), STS-110 (Atlantis)",,
11,3814,Benjamin Crosby,2002.0,18.0,Deceased,01/28/1964,"Sacramento, CA",Male,University of Oklahoma,Molecular Biology,Aeronautics; Aerospace Engineering,Captain,,4,1540,8,53.3,STS 51-F (Challenger),,
12,3815,Nathan Williams,1994.0,16.0,Active,01/07/1965,"New Rockford, ND",Female,US Military Academy; California Institute of Technology,Nuclear Engineering,No Major,Lieutenant Commander,US Army,2,1868,1,1.3,Apollo 7,,
13,3816,Oscar Golden,1990.0,13.0,Active,01/03/1950,"Mitchell, IN",Female,University of California at Los Angeles,,Electrical & Computer Engineering,Colonel,US Navy (Retired),1,1750,7,32.0,ISS-24/25 (Soyuz),08/29/1992,
14,3817,Caitlin Foley,1972.0,8.0,Retired,02/25/1943,"Miami, FL",Male,US Naval Academy; MIT,Mathematics & Physics,Astronautical Engineering,,,2,2578,1,1.2,"STS-108 (Endeavor), STS-121 (Discovery), STS-124 (Discovery), STS-134 (Endeavor)",,
15,3818,Raymond Ross,1979.0,8.0,Retired,09/29/1948,"Lancaster, PA",Male,Washington State University; US Air Force Institute of Technology; University of Washington,Mathematics & Physics,Aeronautical Engineering,Captain,US Navy (Retired),1,1218,0,0.0,"STS-123 (Endeavor), STS-134 (Endeavor)",,
16,3819,Kendra Lopez,1974.0,7.0,Retired,05/25/1937,"Waltham, MA",Male,University of California-San Diego; Stanford University,Chemistry,Medicine,Captain,US Air Force,1,194,1,1.6,"STS-58 (Columbia), STS-76 (Atlantis), STS-90 (Columbia)",,
17,3820,Dana Sanchez,1995.0,16.0,Retired,05/10/1958,"Richmond, VA",Male,George Washington University; University of Texas,Aeronautical Engineering,Mechanical Engineering,Lieutenant Colonel,US Navy (Retired),1,544,0,0.1,Skylab 4,,
18,3821,Matthew Collins,1989.0,10.0,Retired,02/15/1956,"Tallahassee, FL",Male,Harvey Mudd College; University of Washington,Physics & Engineering,Veterinary Medicine; Public Administration,Major,US Navy,3,893,0,0.0,"STS 41-C (Challenger), STS 61-C (Columbia), STS-26 (Discovery)",,
19,3822,Madison Garcia,1984.0,11.0,Management,03/16/1948,"Crowborough, England",Male,University of Edinburgh; Leeds University,Mathematics,Aeronautical Engineering,Colonel,US Air Force (Retired),1,381,0,0.0,"STS-37 (Atlantis), STS-41 (Discovery), STS-52 (Columbia), ISS-01/STS-102 (Soyuz/Discovery)",,
20,3823,Andrew Holmes,1994.0,17.0,Retired,02/03/1958,"Danville, IL",Male,University of Southern Mississippi; University of Texas-Arlington,Electrical Engineering,Earth Sciences; Geology,,,1,619,6,28.2,"STS-2 (Columbia), STS-8 (Challenger)",,
21,3824,Kenneth Sawyer,1963.0,3.0,Management,09/03/1935,"Sacramento, CA",Male,MIT; University of Massachusetts,Chemistry,Mechanical Engineering,Rear Admiral,US Navy (Retired),2,3682,3,12.0,"STS-72 (Endeavor), STS-81 (Atlantis), STS-97 (Endeavor), STS-115 (Atlantis)",12/06/2001,
22,3825,Christina Waller,1968.0,7.0,Retired,02/13/1937,"Decatur, AL",Male,University of California-Los Angeles; University of California-San Diego,Chemistry,Aeronautics & Astronautics; Instrumentation,Major General,US Air Force,2,857,0,0.3,"STS-68 (Endeavor), STS-82 (Discovery), STS-103 (Discovery), STS-110 (Atlantis)",,
23,3826,Crystal Scott,1988.0,14.0,Retired,12/30/1960,"Boston, MA",Female,State University of New York; Embry-Riddle Aeronautical University; University of Florida,Mechanical Engineering,Aeronautical Engineering; National Security & Strategic Studies,,US Air Force (Retired),3,1380,8,51.9,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,
24,3827,Patrick Miller,,6.0,Retired,03/01/1932,"Kealakekua, HI",Male,MIT; Harvard University,,Mechanical  Engineering,Colonel,US Navy (Retired),3,1860,0,0.1,"STS-84 (Atlantis), STS-97 (Endeavor)",,
25,3828,William Mcfarland,1990.0,13.0,Retired,06/20/1956,"Ancon, Panama",Male,Washington State University; US Air Force Institute of Technology; University of Washington,Engineering,Medicine,Captain,US Air Force (Retired),0,2531,10,62.5,STS 51-L (Challenger),,
26,3829,Troy Kirk,1973.0,4.0,Deceased,06/25/1944,Hong Kong,Male,Loyola College; MIT,,Biochemistry,,,2,2113,1,3.3,"STS-118 (Endeavor), ISS-23/24 (Soyuz)",,
27,3830,Ann Nelson,2008.0,20.0,Retired,06/21/1973,"Pasadena, CA",Male,Colorado State University; US Naval Postgraduate School,Electrical Engineering,Physics; Business Management,,,1,5359,5,19.6,"STS-89 (Endeavor), STS-104 (Atlantis), STS-117 (Atlantis)",10/29/2000,
28,3831,Vicki Hunter,,17.0,Active,01/08/1964,"Colorado Springs, CO",Male,US Merchant Marine Academy; University of California-Los Angeles,Aeronautical Engineering,No Major,Captain,US Navy (Retired),2,5048,7,40.8,"STS-112 (Atlantis), STS-126/119 (Endeavor/Discovery), STS-135 (Atlantis)",,
29,3832,Michael West,1980.0,14.0,Deceased,07/18/1950,"Rome, Italy",Male,US Air Force Academy; Purdue University,,Systems Management; Public Health; Medicine; Epidemiology,Major,US Air Force (Retired),1,78,0,0.9,"Gemini 7, Gemini 12, Apollo 8, Apollo 13",,
30,3833,Sara Flores,1974.0,4.0,Retired,01/09/1939,"Akron, OH",Male,University of Arizona,Mathematics; Russian,Microbial Ecology; Environmental Engineering,Brigadier General,US Air Force,2,189,0,0.6,"STS 41-C (Challenger), STS 51-I (Discovery)",,
31,3834,Shannon Thornton,1976.0,9.0,Retired,08/24/1949,"Boston, MA",Male,US Naval Academy; MIT,Aeronautical Engineering,Business Administration,Captain,US Air Force (Retired),2,962,1,1.8,"STS-124 (Discovery), ISS-27/28 (Soyuz)",,
32,3835,Jack Anderson,1977.0,9.0,Active,02/06/1936,"Dayton, OH",Male,US Naval Academy; US Naval Postgraduate School,Engineering,Medicine,Colonel,US Air Force (Retired),4,203,0,0.0,STS 51-F (Challenger),07/01/1997,STS-107 (Columbia)
33,3836,Mary Warren,1968.0,9.0,Deceased,09/04/1936,"Pasadena, CA",Male,Amherst College; California Institute of Technology,,Astrogeophysics,,,2,462,2,6.7,STS 51-C (Discovery),,
34,3837,Kristen Taylor,1967.0,5.0,Retired,03/07/1934,"Portland, OR",Female,University of Kansas,,No Major,,,1,452,9,51.8,STS-107 (Columbia),08/19/1994,
35,3838,Franklin Perry,1975.0,7.0,Retired,02/07/1943,"San Diego, CA",Male,US Air Force Academy; Stanford University,Mathematics,Information Systems,Colonel,,2,1505,2,5.2,"STS-83 (Columbia), STS-94 (Columbia)",07/26/1990,
36,3839,Daniel Gray,1997.0,15.0,Retired,05/12/1959,"Washington, DC",Male,US Merchant Marine Academy; US Naval Postgraduate School,Mechanical Engineering,No Major,,,2,2199,0,0.7,STS 51-I (Discovery),07/13/1999,
37,3840,Anthony Malone,,2.0,Deceased,10/06/1930,"Flushing, NY",Male,Georgia Institute of Technology,Physiology,Applied Plasma Physics,Captain,US Navy,2,2034,0,0.4,"STS-120 (Discovery), STS-130 (Endeavor)",,
38,3841,Lynn Fernandez,2007.0,19.0,Retired,12/30/1973,"Vancouver, WA",Male,University of Illinois; US Naval Postgraduate School,Engineering Science,No Major,Commander,US Army (Retired),4,2638,2,5.6,"STS-73 (Columbia), STS-93 (Columbia), ISS-26/27 (Soyuz)",05/26/2000,STS-107 (Columbia)
39,3842,Paul Scott,1994.0,15.0,Retired,10/04/1958,"Chicago, IL",Male,Ohio State University; University of Southern California; University of Houston,Electrical Engineering,Aerospace Science; Business Administration,,,2,2766,2,7.3,"STS-7 (Challenger), STS 51-G (Discovery)",,
40,3843,Joshua Hernandez,1995.0,17.0,Deceased,05/14/1959,"Amarillo, TX",Male,US Merchant Marine Academy; University of California-Los Angeles,Engineering,Geosciences,,,3,12,0,0.1,"STS-65 (Columbia), STS-72 (Endeavor), STS-92 (Discovery), ISS-10 (Soyuz)",,
41,3844,Shannon Clark,1976.0,9.0,Retired,09/03/1944,"Charlotte, NC",Male,University of California-Los Angeles; University of California-San Diego,Engineering,Aeronautical Engineering; Aeronautics & Astronautics,Captain,,4,1165,3,6.5,"STS-64 (Discovery), STS-81/84 (Atlantis)",,
42,3845,Melissa Parker,1996.0,19.0,Active,05/06/1953,"Syracuse, NY",Male,University of Colorado,Aeronautical Engineering,Business Management,,US Marine Corps Reserves,4,1257,8,49.0,"STS 51-D (Discovery), STS-35 (Columbia), STS-46 (Atlantis), STS-61 (Endeavor), STS-75 (Columbia)",,
43,3846,Kenneth Austin,2003.0,18.0,Retired,09/21/1966,"Baltimore, MD",Female,Stanford University; University of California-Berkeley; Rice University,,Aerospace Engineering Sciences,Colonel,US Air Force,3,601,0,0.0,"STS-28 (Columbia), STS-41 (Discovery), STS-50 (Columbia), STS-64 (Discovery)",,
44,3847,Amanda Weaver,1977.0,5.0,Retired,09/14/1942,"Cape Girardeau, MO",Male,MIT,Mechanical Engineering,Aeronautics & Astronautics,Colonel,US Marine Corps (Retired),1,277,1,1.2,Apollo 13 ,,
45,3848,Drew Le,1994.0,16.0,Retired,12/22/1957,"Wheeler, TX",Male,Hastings College; Iowa State University,Engineering Management,Solar Physics,Lieutenant Commander,US Navy,1,597,2,5.5,STS 51-F (Challenger),06/29/1984,
46,3849,Natasha Wheeler,2006.0,17.0,Retired,08/26/1964,"Miami, FL",Male,Pennsylvania State University; Air Force Institute of Technology; University of Houston-Clear Lake,Engineering,Physics,,,2,3925,8,49.1,STS-78 (Columbia),11/18/1989,
47,3850,William Hendricks,1990.0,8.0,Management,02/22/1951,"Lake City, SC",Male,US Air Force Academy; Stanford University,"Aeronautics & Astronautics; Earth, Atmospheric & Planetary Sciences",Astronomy,Captain,US Navy (Retired),2,1267,1,3.9,"STS-70 (Discovery), STS-78 (Columbia), STS-87 (Columbia), STS-99 (Endeavor)",,STS 51-L (Challenger)
48,3851,Ernest Allison,1993.0,18.0,Retired,03/11/1961,"Cleveland, OH",Female,US Air Force Academy; MIT,Mechanical Engineering,No Major,,,1,1144,1,3.1,"STS-38 (Atlantis), STS-51 (Discovery), STS-105/108 (Discovery/Endeavor)",,
49,3852,Kimberly Nguyen,1999.0,18.0,Deceased,08/29/1956,"Dickinson, KS",Male,LeMoyne College; University of Maryland,Ecological Science,Aeronautics,,US Air Force (Retired),3,188,9,50.2,"STS 41-B (Challenger), STS 61-C (Columbia), STS-27 (Atlantis), STS-47 (Endeavor), STS-71 (Atlantis)",,
50,3853,Brittany Bell,2001.0,19.0,Retired,08/25/1963,"Pittsburgh, PA",Male,North Carolina A&T State College; MIT,Mechanical Engineering,No Major,,,4,419,4,14.2,Apollo 8,,
51,3854,Ashley Arnold,2002.0,18.0,Retired,07/05/1969,"Fayette, MS",Female,University of California at Los Angeles,Molecular Biology,Applied Physics,Captain,US Air Force,2,1630,3,11.1,"STS-57 (Endeavor), STS-68 (Endeavor), STS-81 (Atlantis), STS-92 (Discovery)",,
52,3855,Shannon Snow,2007.0,19.0,Retired,07/19/1970,"San Antonio, TX",Female,Cambridge University,Civil Engineering,Geology; Geophysics,,,2,826,1,2.8,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,
53,3856,Robert Mitchell,1978.0,8.0,Deceased,09/07/1945,"Pontiac, MI",Male,US Military Academy; University of Michigan,,Metallurgical Engineering,Colonel,US Army (Retired),0,286,2,7.2,STS-33 (Discovery),,
54,3857,Stephanie Hart,1996.0,15.0,Active,09/23/1959,"Philadelphia, PA",Male,Purdue University; University of Southern California,,Mechanical Engineering,,,3,4088,8,48.0,STS 51-F (Challenger),,
55,3858,Erin Rodgers,1978.0,11.0,Retired,01/05/1941,"Waterbury, CT",Male,US Air Force Academy; Golden Gate University; US Naval War College,Animal Science,Mechanical  Engineering,Captain,US Air Force,1,238,1,0.8,"STS 61-B (Atlantis), STS-30 (Atlantis)",,Apollo 1
56,3859,Robert Cameron Jr.,1991.0,15.0,Active,12/12/1967,"Enid, OK",Female,California Polytechnic State University; California Institute of Technology; MIT,Applied Science & Engineering,Aerospace Engineering; Electrical Engineering,,,3,1511,4,16.8,"STS 61-B (Atlantis), STS-30 (Atlantis)",,
57,3860,Ashley Branch,1991.0,16.0,Retired,06/09/1953,"Parker’s Prairie, MN",Female,US Air Force Academy; US Air Force Institute of Technology,Aeronautical Engineering,Medicine,,,2,1108,4,15.2,"STS-123 (Endeavor), STS-134 (Endeavor)",,
58,3861,Veronica Collins,1987.0,15.0,Retired,05/23/1946,"Lake Charles, LA",Male,Carnegie-Mellon University; US Naval Postgraduate School; MIT,Aeronautical Engineering,Mechanical Engineering,,US Navy (Retired),5,1708,8,47.2,STS 51-B (Challenger),,
59,3862,Carla Powers,1983.0,10.0,Retired,04/19/1944,"Lafayette, IN",Male,US Military Academy; US Naval Postgraduate School; US Naval War College,Education,Atmospheric Physics,Captain,US Air Force,3,690,7,39.4,"STS-29 (Discovery), STS-38 (Atlantis)",,
60,3863,Alisha Rivera,2005.0,19.0,Retired,04/03/1969,"Bryan, OH",Male,MIT,Mathematics,Operations Research,,,1,852,4,20.4,"STS-106 (Atlantis), STS-115 (Atlantis), ISS-29/30 (Soyuz)",,STS-107 (Columbia)
61,3864,Thomas Martin,1970.0,10.0,Retired,10/10/1933,"Haversford, PA",Male,US Air Force Academy; MIT,Aerospace Engineering,Mechanical & Aerospace Engineering,,US Marine Corps (Retired),2,26,0,0.0,STS-78 (Columbia),06/12/1983,
62,3865,Tracy Mccarty,1978.0,14.0,Retired,08/25/1946,"Columbia, SC",Male,University of Washington; Northwestern University; Wright State University,Bioscience,Physics,Commander,US Air Force,1,225,1,2.6,"Gemini 12, Apollo 11",,
63,3866,Deborah Kerr,1969.0,5.0,Retired,11/01/1954,"La Mesa, CA",Male,US Military Academy; US Naval Postgraduate School; US Naval War College,Civil Engineering,Electrical & Computer Engineering,,,2,2252,2,4.7,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,
64,3867,David Wright,1970.0,4.0,Retired,04/22/1935,"Jamestown, TN",Male,MIT,Physics & Astronomy,Aerospace Engineering; Business Administration,Captain,,5,207,4,18.0,,,
65,3868,Anita Riley,1963.0,3.0,Retired,03/20/1928,"Wapakoneta, OH",Male,University of Virginia; University of Michigan,Computer Science,Aeronautical Science,Colonel,,1,870,4,18.3,"STS 41-B (Challenger), STS 61-C (Columbia), STS-27 (Atlantis), STS-47 (Endeavor), STS-71 (Atlantis)",,
66,3869,Kevin Ruiz,1976.0,8.0,Deceased,09/29/1939,"Houston, TX",Male,University of Michigan; US Naval Postgraduate School,Engineering Science,Mechanical Engineering,Colonel,US Marine Corps (Retired),0,277,1,1.8,"STS 41-B (Challenger), STS 61-C (Columbia), STS-27 (Atlantis), STS-47 (Endeavor), STS-71 (Atlantis)",,
67,3870,Matthew Henry,1980.0,15.0,Retired,07/08/1952,"Pasadena, CA",Male,Harvard University; University of Texas,Mathematics,Astronautics,,US Marine Corps (Retired),1,718,5,22.7,Apollo 9,,STS 51-L (Challenger)
68,3871,Jesus Wiggins,2005.0,18.0,Management,05/09/1968,"Mountain Home Air Force Base, ID",Male,University of Texas-Dallas,Engineering Science,Mechanical Engineering; Mechanical & Aerospace Engineering,,,2,6090,8,49.5,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,Apollo 1
69,3872,Stephanie Murillo,1971.0,7.0,Retired,09/26/1936,"Detroit, MI",Male,US Naval Academy; MIT,Mechanical Engineering,Medicine,Colonel,,3,616,2,4.8,STS 61-C (Columbia),,
70,3873,Paul Anderson,1997.0,,Retired,05/22/1959,"Creve Couer, MO",Male,US Military Academy,Aeronautical Engineering,Medicine,Colonel,,2,290,0,0.1,STS-78 (Columbia),,
71,3874,Justin Williams,1981.0,8.0,Retired,12/19/1948,"Little Rock, AR",Male,University of Illinois,Astronomy,No Major,Captain,US Navy (Retired),2,1274,4,16.1,Apollo 9,,
72,3875,April Perkins,,4.0,Deceased,11/01/1932,"San Diego, CA",Male,University of Rochester; California Institute of Technology,Physics & Astronautical Engineering,Aeronautics,Colonel,,5,199,8,47.6,STS-113 (Endeavor),,
73,3876,Jessica Gibbs,2000.0,,Retired,10/13/1957,"New York, NY",Male,US Military Academy; MIT,,Mechanical Engineering,Lieutenant General,US Army,1,2686,0,0.2,"STS-121 (Discovery), STS-124 (Discovery), ISS-28/29 (Soyuz)",,
74,3877,Jennifer Faulkner,1984.0,17.0,Retired,11/07/1957,"Ft. Huachuca, AZ",Female,Colorado State University; Utah State University,,Electrical Engineering,,,3,439,2,9.1,"STS 51-G (Discovery), STS-36 (Atlantis), STS-48 (Discovery)",01/21/1986,
75,3878,Todd Miller,1968.0,6.0,Retired,04/09/1932,"Long Beach, CA",Male,US Air Force Academy; US Air Force Institute of Technology,,Systems Engineering; Physical Science (Space Science),Colonel,,0,860,3,11.4,"STS-32 (Columbia), STS-46 (Atlantis), STS-62 (Columbia), STS-81 (Atlantis), STS-98 (Atlantis)",,
76,3879,Michael Wells,1982.0,14.0,Retired,06/19/1950,"Quonset Point, RI",Male,Rensselaer Polytechnic Institute; Johns Hopkins University,Astronautical Engineering,Applied Science,,US Air Force (Retired),1,2251,8,47.6,"STS-58 (Columbia). STS-86/89 (Atlantis/Endeavor), STS-112 (Atlantis), STS-127 (Endeavor)",08/10/1990,
77,3880,Joseph Graves,,18.0,Retired,03/05/1961,"Waltham, MA",Male,University of Adelaide,Aeronautical Engineering,Astronautical Engineering,,,2,1569,1,2.7,"STS-111/113 (Endeavor), ISS-16 (Soyuz), ISS-50/51 (Soyuz)",,
78,3881,Jeffrey Lynch,1984.0,8.0,Management,11/17/1948,"New York, NY",Male,University of Kansas,,No Major,Major,US Navy (Retired),2,135,0,0.0,"STS-29 (Discovery), STS-33 (Discovery), STS-43 (Atlantis), STS-58 (Columbia), STS-79/81 (Atlantis/Atlantis)",,
79,3882,Mark Torres,1997.0,16.0,Retired,09/01/1961,"Los Angeles, CA",Male,State University of New York-Buffalo; Cornell University; University of Texas,Mathematics,No Major,Captain,US Marine Corps Reserves,1,9099,10,65.9,"STS-110 (Atlantis), STS-122 (Atlantis)",,
80,3883,Kristina Smith,2001.0,17.0,Management,06/27/1960,"Pittsburgh, PA",Male,US Naval Academy; University of Tennessee,,Aeronautical Systems,,,2,1321,6,30.4,"STS-127 (Endeavor), STS-135 (Atlantis)",,
81,3884,Kenneth Henderson,2003.0,17.0,Deceased,08/30/1964,"Baltimore, MD",Female,LeMoyne College; University of Maryland,,Aerospace Engineering,Captain,US Navy,2,2850,1,2.7,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,
82,3885,Ryan Smith,,16.0,Retired,10/28/1964,"Miami, FL",Male,US Air Force Academy,Chemical Engineering,Aerospace Engineering,Captain,US Air Force Reserves,1,449,0,0.1,"STS-119 (Discovery), ISS-31/32 (Soyuz)",,
83,3886,Austin Wyatt,1970.0,5.0,Deceased,03/22/1940,"Dallas, TX",Male,US Naval Academy; George Washington University,Mechanical Engineering,Mechanical Engineering; Electrical Engineering,Captain,US Army (Retired),5,37,0,0.1,"STS 51-C (Discovery), STS 61-A (Challenger), STS-29 (Discovery), STS-48 (Discovery",,
84,3887,Sarah Lester,1997.0,17.0,Retired,10/21/1958,"Fresno, CA",Female,State University of New York Maritime College; University of Tennessee-Knoxville,Astronautical Engineering,No Major,,,4,1857,0,0.1,"STS-48 (Discovery), STS-60 (Discovery)",,
85,3888,Mark Fisher,1983.0,13.0,Deceased,11/16/1951,"Mansfield, OH",Male,University of Wisconsin-Madison,Physics,Aeronautics & Astronautics,,,4,7,0,0.0,Skylab 4,,
86,3889,Patrick Garcia,2001.0,15.0,Retired,12/10/1965,"Charles City, IA",Male,University of Virginia; Stanford University,Electrical Engineering; Computer Science,Applied Science,Colonel,,1,2377,10,66.1,"STS-65 (Columbia), STS-70 (Discovery), STS-83 (Columbia), STS-94 (Columbia)",,
87,3890,Hunter Johnson,,11.0,Management,04/13/1942,"Queens, NY",Male,University of Colorado,Mechanical Engineering,No Major,Major,US Air Force,2,9,0,0.0,"Gemini 9, Apollo 10, Apollo 17",,
88,3891,Rebecca House,2002.0,16.0,Active,08/27/1968,"Austin, TX",Male,California Polytechnic State University,Computer Science,Electrical Engineering; Aviation Systems,,US Air Force (Retired),4,3092,0,0.8,"STS-60 (Discovery), STS-76 (Atlantis)",,
89,3892,Jeffery Gonzalez,1980.0,9.0,Retired,10/28/1942,"Southampton, NY",Male,California Polytechnic Institute,Electrical Engineering; Computer Science,Aerospace Engineering; Aeronautical & Astronautical Engineering,Colonel,US Air Force,2,819,0,0.1,"STS 51-G (Discovery), STS-34 (Atlantis), STS-43 (Atlantis), STS-58 (Columbia), STS-76/79 (Atlantis)",,
90,3893,Monica Davis,2002.0,19.0,Retired,04/04/1969,"Columbus, OH",Male,US Naval Academy; University of Tennessee,Applied Mathematics,Physics,,,2,1791,2,6.2,"STS-67 (Endeavor), STS-81 (Atlantis), STS-103 (Discovery), STS-125 (Atlantis), STS-109 (Columbia)",,
91,3894,Joshua Boyd,1984.0,13.0,Retired,11/19/1951,"Rock Island, IL",Male,Tufts University; MIT,,Aeronautical Engineering; Aeronautics & Astronautics,,,4,455,7,42.1,Apollo 15,01/24/1999,
92,3895,Dr. Kenneth Johnson,1980.0,13.0,Active,03/17/1952,"Farmington, CT",Male,University of Washington; Northwestern University; Wright State University,Biochemistry,Electrical Engineering,Captain,US Air Force (Retired),2,654,6,30.7,Apollo 7,,
93,3896,Antonio Mclaughlin,2004.0,17.0,Retired,07/12/1967,"Mansfield, OH",Male,Northwest Nazarene College; University of Colorado,Electrical Engineering,No Major,Colonel,US Army (Retired),1,408,1,3.9,"STS-124/126 (Discovery/Endeavor), STS-134 (Endeavor)",,
94,3897,Brittany Patel,1973.0,7.0,Retired,08/03/1940,"Clinton, IA",Male,Youngstown State University; University of Florida,Animal Nutrition,Engineering Science; Astronomy,Captain,US Air Force (Retired),0,1372,3,9.4,"STS-89 (Endeavor), STS-104 (Atlantis), STS-117 (Atlantis)",,
95,3898,Randy Chen,1981.0,12.0,Deceased,10/07/1945,"Baltimore, MD",Male,University of North Carolina,Ocean Engineering,Aerospace Science; Business Administration,Captain,US Air Force (Retired),1,120,0,0.4,"STS 41-D (Discovery), STS 51-L (Challenger)",,STS-107 (Columbia)
96,3899,Steven Long,1965.0,3.0,Management,11/01/1939,"Binghamton, NY",Male,University of Texas; University of Oklahoma,Electrical Engineering,Aerospace Engineering; Electrical Engineering,Captain,US Army (Retired),2,115,1,1.0,"STS-57 (Endeavor), STS-68 (Endeavor), STS-81 (Atlantis), STS-92 (Discovery)",,
97,3900,Jason Thompson,1998.0,19.0,Active,06/21/1961,"Hackensack, NJ",Male,US Naval Academy; US Naval Postgraduate School,Aeronautical Engineering,No Major,Captain,US Air Force (Retired),3,907,3,9.1,STS-89 (Endeavor),,
98,3901,Michael Simmons,1979.0,8.0,Retired,04/08/1949,"Superior, WI",Female,University of Virginia; Stanford University,Chemistry & Biology,Chemistry; Biochemistry; Optometry,Colonel,,1,253,0,0.0,"STS-58 (Columbia). STS-86/89 (Atlantis/Endeavor), STS-112 (Atlantis), STS-127 (Endeavor)",,
99,3902,Richard Harris,1977.0,11.0,Active,04/22/1936,"Shawnee, OK",Male,University of Michigan,Geology,Astronautical Engineering,,,1,164,0,0.5,"STS-37 (Atlantis), STS-56 (Discovery), STS-74 (Atlantis)",,
100,3903,Christopher Morrison,1999.0,14.0,Retired,12/21/1960,"Cleveland, OH",Male,University of Kansas,Engineering,Aeronautics & Astronautics,Colonel,,1,149,0,0.0,"STS-53 (Discovery), STS-59 (Endeavor), STS-76 (Atlantis)",,
101,3904,Michael Wilkinson,1964.0,2.0,Retired,07/04/1932,"Inglewood, CA",Male,US Naval Academy; US Naval Postgraduate School,Engineering,Aerospace Engineering,,,1,664,1,3.1,"STS-57 (Endeavor), STS-70 (Discovery), STS-88 (Endeavor), STS-109 (Columbia)",,
102,3905,Amy Bailey,2004.0,19.0,Retired,11/13/1969,"Washington, DC",Male,California Institute of Technology,Physics,Mechanical Engineering,,,5,1301,2,5.6,"STS-39 (Discovery), STS-54 (Endeavor), STS-71 (Atlantis), STS-82 (Discovery)",,STS 51-L (Challenger)
