,Unnamed: 0,Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
34,9490,Justin Thomas,1994.0,19.0,Retired,03/13/1956,"Lincoln, IL",Female,Oregon State University; University of Arizona,Earth Sciences,Aerospace Engineering; Business Administration,,,2,866,5,19.8,"STS-30 (Atlantis), STS-47 (Endeavor), STS-64 (Discovery), STS-82 (Discovery)",,
35,9491,Carrie Jordan,1984.0,10.0,Active,04/15/1957,"Creve Couer, MO",Male,University of Illinois-Urbana,Engineering,Medicine; Public Health,,US Navy (Retired),0,1784,8,49.4,"Mercury 9, Gemini 5",,
36,9492,Michelle Hill,2001.0,18.0,Active,04/03/1962,"Belleville, IL",Female,University of Notre Dame,Physics,Medicine,Colonel,US Air Force (Retired),1,5905,10,66.9,"STS 41-D (Discovery), STS 51-D (Discovery), STS 61-B (Atlantis)",,
37,9493,Brian Baker,1969.0,4.0,Deceased,03/27/1936,"Hereford, TX",Male,University of California-Berkeley; University of Tennessee,Biological Science,Ceramic Engineering; Biomedical Engineering,Captain,US Air Force (Retired),5,598,5,21.5,"STS-102 (Discovery), STS-114 (Discovery)",,
38,9494,William Peterson,1997.0,18.0,Retired,05/14/1957,"Lancaster, PA",Female,Purdue University; University of California-Berkeley,Physiology,Biometeorology,,,1,999,2,4.0,"STS-67 (Endeavor), STS-86 (Atlantis), STS-91 (Discovery), STS-114 (Discovery)",,
39,9495,Claire Campos,1974.0,6.0,Management,01/05/1940,"Miami, FL",Male,Purdue University; Air Force Institute of Technology,Aerospace Engineering,No Major,Commander,US Marine Corps,4,803,6,27.8,"STS-67 (Endeavor), STS-81 (Atlantis), STS-103 (Discovery), STS-125 (Atlantis), STS-109 (Columbia)",08/27/2002,
40,9496,Cynthia Turner,1975.0,10.0,Active,07/07/1943,"Crawsfordsville, IN",Female,The Citadel; University of Tennessee-Knoxville,Physics,No Major,,,4,42,3,12.3,,,
41,9497,Brett Rivera,1969.0,5.0,Retired,06/25/1943,"San Bernardino, CA",Male,Auburn University,Aeronautical & Astronautical Engineering,Aviation Systems,,,4,1434,0,0.1,"STS-40 (Columbia), STS-59 (Endeavor)",,
42,9498,Phyllis Howe,,18.0,Retired,03/08/1973,"Longmont, CA",Female,US Air Force Academy; Golden Gate University,Naval Sciences,Geosciences,,,2,3820,4,13.3,"STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,
43,9499,Chelsea Allen,1976.0,,Retired,01/20/1941,"Chicago, IL",Male,US Naval Academy; George Washington University; US Naval Postgraduate School,Physics,Engineering Management,Colonel,,0,2217,1,1.7,"STS-7 (Challenger), STS 41-G (Challenger)",,
44,9500,Gabriel Moody,1982.0,6.0,Retired,03/10/1944,"Watertown, WI",Male,University of Colorado,Aeronautical Engineering,Physics,Colonel,,1,1358,6,30.1,"STS-125 (Atlantis), STS-134 (Endeavor)",,
45,9501,Vanessa Jones,1976.0,7.0,Active,02/19/1946,"Haversford, PA",Male,US Naval Academy; University of Southern California,Chemical Engineering,No Major,,,2,3333,1,2.5,"STS-117/120 (Atlantis/Discovery), STS-131 (Discovery)",,
46,9502,Michael Diaz,2003.0,16.0,Retired,08/14/1969,"St. Francis, KS",Male,US Merchant Marine Academy; University of California-Los Angeles,Engineering Science,Electrical Engineering; Business Administration,,,2,3565,10,62.9,"STS-110 (Atlantis), STS-122 (Atlantis), STS-135 (Atlantis)",,
47,9503,Logan Stout,1978.0,9.0,Active,01/17/1949,"Morristown, NJ",Male,US Naval Academy,Astronautical Engineering,Earth Sciences; Geology,Colonel,US Coast Guard (Retired),4,385,8,49.6,Apollo 7,,
48,9504,Angela Bush,1970.0,3.0,Deceased,05/19/1933,"Adelaide, Australia",Male,Purdue University; Indiana University,Mechanical Engineering,Aeronautical Engineering; Aeronautics & Astronautics,Commander,US Coast Guard (Retired),5,4316,4,16.0,"STS-129 (Atlantis), ISS-41/42 (Soyuz)",10/03/1994,
49,9505,Ian Lee,1986.0,17.0,Retired,03/29/1959,"Rock Island, IL",Male,Williams College; Georgetown University; University of California-Berkeley,Aerospace Engineering,Aeronautical Systems,Colonel,,1,2060,6,25.7,"STS-68 (Endeavor), STS-79 (Atlantis), STS-89 (Endeavor), STS-106 (Atlantis)",,
50,9506,Gloria Lopez,1972.0,6.0,Retired,09/26/1943,Richfield. UT,Male,LeMoyne College; University of Maryland,Mathematics,No Major,Captain,US Air Force,2,7366,6,28.7,STS-6 (Challenger),,
51,9507,Michael Rivas,1987.0,16.0,Retired,10/06/1948,"Karnal, India",Male,Columbia University; MIT,Chemistry,Aeronautical Systems,Captain,US Air Force Reserves (Retired),2,79,0,0.2,"STS 41-D (Discovery), STS-29 (Discovery), STS-39 (Discovery)",,
52,9508,Jennifer Yang,1997.0,,Deceased,08/13/1957,"Chicago, IL",Male,Auburn University; University of Tennessee,Applied Mathematics,Operations Research; Space Systems Management,Colonel,US Air Force (Retired),0,303,1,5.1,,,
53,9509,Deborah Perez,1999.0,18.0,Retired,03/30/1957,"Cordova, AL",Male,University of California at Los Angeles,Military Science,Aeronautical Engineering; National Security & Strategic Studies,Colonel,US Air Force Reserves,5,1277,0,0.8,"Gemini 4, Apollo 1",,
54,9510,Mr. David Villegas Jr.,2001.0,15.0,Active,11/20/1961,"Shanghai, China",Male,Auburn University; University of Virginia,Aeronautical Engineering,Aeronautical Engineering,,US Air Force,3,2526,0,0.2,STS 51-C (Discovery),,
55,9511,Derek Martinez,1992.0,16.0,Retired,05/28/1962,"Oceanside, NY",Male,University of Washington; Creighton University,Aeronautical Engineering,Engineering Management,,US Navy (Retired),5,33,0,0.0,"STS-65 (Columbia), STS-72 (Endeavor), STS-92 (Discovery), ISS-10 (Soyuz)",,
56,9512,Zachary Mcgrath,1986.0,12.0,Deceased,05/28/1950,"Parma, OH",Male,US Military Academy,Engineering Science,Medicine,,,0,324,4,21.1,"STS 51-l (Discovery), STS-26 (Discovery), STS-38 (Atlantis), STS-61 (Endeavor)",11/27/1999,
57,9513,Jessica Carter,1994.0,17.0,Management,01/08/1961,"Buenos Aires, Argentina",Male,US Naval Academy; University of Southern California,Chemical Engineering,Nuclear Physics,Colonel,US Navy (Retired),3,69,1,1.8,"STS-53 (Discovery), STS-59 (Endeavor), STS-76 (Atlantis)",,
58,9514,Lori Ho,1967.0,6.0,Retired,09/21/1935,"Jefferson, IA",Male,Colorado State University; Utah State University,Aerospace Engineering,Systems Management,Colonel,US Navy,6,2197,6,26.0,"STS-122 (Atlantis), STS-131 (Discovery)",,
59,9515,Richard Howard,2005.0,20.0,Active,05/12/1970,"Boston, MA",Female,US Air Force Academy; Golden Gate University,Electrical Engineering,Electronics Engineering,Colonel,US Navy (Retired),3,6156,3,10.8,Apollo 14,,
60,9516,Mike Giles,1996.0,,Deceased,08/20/1956,"Chattanooga, TN",Male,US Naval Academy,Engineering Science,Veterinary Medicine; Public Administration,Captain,US Navy (Retired),2,104,0,0.0,STS 61-C (Columbia),,
61,9517,Michael West,1997.0,16.0,Retired,06/11/1960,"Portland, OR",Male,Tennessee Polytechnic Institute; Virginia Polytechnic Institute,,Aeronautical Engineering,Lieutenant Colonel,US Marine Corps (Retired),3,990,7,35.2,"Gemini 8, Apollo 9, Apollo 15",,
62,9518,Benjamin Walker,1976.0,9.0,Retired,05/23/1947,"Orange, NJ",Female,University of Texas,,Law,,,4,3346,1,1.7,STS-47 (Endeavor),,
63,9519,Taylor Leach,1984.0,10.0,Retired,05/12/1946,"Wetumka, OK",Male,Colorado State University; US Naval Postgraduate School,Electrical Engineering,Ceramic Engineering; Biomedical Engineering,,US Navy (Retired),4,1641,10,62.7,"STS-55 (Columbia), STS-63 (Discovery)",,
64,9520,Christina Mcdonald,1992.0,17.0,Active,02/28/1963,"Washington, DC",Male,California State University-Northridge; Georgia Institute of Technology,Aeronautical & Astronautical Engineering,Public Administration,Major General,US Air Force,3,2878,9,58.9,"STS-91 (Discovery), STS-99 (Endeavor), STS-123 (Endeavor), STS-108 (Endeavor)",,
65,9521,Robert Landry,1992.0,16.0,Retired,10/26/1948,"Columbus, OH",Male,US Coast Guard Academy; Embry-Riddle Aeronautical University,Aeronautical Engineering,No Major,,,5,2223,10,66.2,"STS-126 (Endeavor), STS-132 (Atlantis), STS-133 (Discovery)",,
66,9522,Elizabeth Bailey,1970.0,7.0,Retired,06/15/1946,"Southampton, NY",Female,US Naval Academy,Aeronautical Engineering,Aeronautical Engineering,,,0,1257,9,55.7,"STS-115 (Atlantis), STS-126 (Endeavor), STS-135 (Atlantis)",,
67,9523,Joshua Martinez,1986.0,15.0,Retired,08/29/1951,"Newport, VT",Male,US Military Academy; University of Virginia,,Astronautics,Colonel,US Air Force (Retired),1,962,7,36.3,"STS-112 (Atlantis), STS-121 (Discovery), STS-132 (Atlantis)",04/29/1994,
68,9524,Michele Daniel,1986.0,10.0,Retired,12/27/1947,"Flint, MI",Male,Cornell University,Applied Mathematics,Medicine,,,2,1466,7,35.7,Apollo 1,,
69,9525,Emma Holmes,1978.0,7.0,Retired,12/24/1939,"New York, NY",Male,US Military Academy; US Air Force Institute of Technology,Physics,No Major,,,0,64,0,0.8,"STS-65 (Columbia), STS-72 (Endeavor), STS-92 (Discovery), ISS-10 (Soyuz)",,
70,9526,Jennifer Thompson,1970.0,7.0,Retired,04/12/1931,"Jackson, MI",Male,Tennessee Technological University; University of Tennessee,Electrical Engineering,Technology & Policy; Mechanical Engineering,,US Navy,2,4572,0,0.0,"STS-68 (Endeavor), STS-79 (Atlantis), STS-89 (Endeavor), STS-106 (Atlantis)",,
71,9527,Darius White,2009.0,20.0,Active,01/25/1976,"Wheeler, TX",Female,Purdue University,Mechanical Engineering,Engineering Management,,US Army (Retired),4,2156,7,42.5,"STS 61-C (Columbia), STS-34 (Atlantis), STS-46 (Atlantis), STS-60 (Discovery), STS-75 (Columbia), STS-91 (Discovery), STS-111 (Endeavor)",,
72,9528,Shane Moreno,1982.0,12.0,Management,06/27/1948,"Falls Church, VA",Male,University of Minnesota,Applied Science & Engineering,Atmospheric Physics,Lieutenant Colonel,US Navy (Retired),5,676,4,13.7,"STS-130 (Endeavor), ISS-42/43 (Soyuz)",,STS 51-L (Challenger)
73,9529,Laura Castro,1998.0,19.0,Retired,06/30/1960,"Palo Alto, CA",Female,Rice University; Stanford University,Mathematics; Russian,No Major,,US Air Force (Retired),4,2119,8,42.2,"Gemini 10, Apollo 11",,
74,9530,Brenda Daniel,2003.0,18.0,Active,05/25/1963,"San Antonio, TX",Male,US Naval Academy; George Washington University,Aeronautical Engineering,Electrical Engineering; Physical Sciences,,US Navy (Retired),2,2335,0,0.1,STS 51-D (Discovery),,
75,9531,Nicholas Yang,1979.0,,Retired,09/12/1951,"Shanghai, China",Male,Auburn University; University of Tennessee,Chemistry,Cancer Biology,Lieutenant Colonel,,3,722,4,14.1,"STS-85 (Discovery), STS-98 (Atlantis), STS-116 (Discovery)",,
76,9532,April Adams,1981.0,9.0,Retired,08/21/1952,"St. Paul, MN",Male,Baldwin Wallace College; US Naval Postgraduate School,Industrial Engineering,Aeronautics,,,4,802,3,13.7,,11/14/1988,Apollo 1
77,9533,Cindy Brown,1989.0,14.0,Retired,01/08/1958,"Morristown, NJ",Male,University of North Carolina,,Mechanical Engineering; Biomedical Engineering,,US Air Force (Retired),2,2648,1,1.3,STS 41-G (Challenger),,
78,9534,Sean Bond,1993.0,18.0,Retired,02/03/1959,"Lake Charles, LA",Male,Lehigh University; Georgetown University,Aeronautical Engineering,Aeronautical Engineering,Major General,US Air Force,1,1742,10,64.4,STS 41-C (Challenger),,
79,9535,Raymond Jones,1997.0,18.0,Management,08/30/1957,"Cleveland, OH",Male,US Air Force Academy; Texas A&M University,Chemical Engineering,Chemistry; Biochemistry; Optometry,Colonel,US Air Force (Retired),2,110,0,0.2,STS 51-B (Challenger),,Apollo 1
80,9536,James Warren,1973.0,5.0,Retired,07/25/1940,"Atlanta, GA",Male,US Naval Academy; US Naval Postgraduate School,Aerospace Engineering,Aerospace Engineering,Captain,US Navy,2,1887,6,31.7,Apollo 17,09/02/1993,
81,9537,John Bailey,2004.0,16.0,Retired,11/04/1968,"Cardiff, Wales",Male,Vanderbilt University; University of Pennsylvania,Mechanical Engineering,Aeronautics & Astronautics,Commander,US Navy (Retired),2,5794,2,4.9,"Apollo 16, STS-4 (Columbia), STS 51-C (Discovery)",02/03/2004,
82,9538,Amanda Stephens,1973.0,9.0,Retired,07/10/1941,"Chicago, IL",Male,University of Wisconsin,Aeronautical Engineering,Aeronautical Systems,,US Navy (Retired),4,1160,6,31.1,"STS-86 (Atlantis), STS-97 (Endeavor), STS-110 (Atlantis)",,
83,9539,Stephanie Nelson,1969.0,4.0,Retired,07/20/1937,"Cocoa Beach, FL",Female,University of Missouri-Rolla; Georgia Institute of Technology,Aeronautics & Astronautics,Aerospace Engineering; Electrical Engineering,Captain,US Navy (Retired),1,463,0,0.1,STS 51-C (Discovery),,
84,9540,Shirley Mercado,1963.0,7.0,Deceased,07/03/1932,"Jamestown, TN",Male,US Military Academy; University of Michigan,Civil Engineering,Aeronautical Systems,,US Navy (Retired),4,15,0,0.0,"STS-37 (Atlantis), STS-59 (Endeavor), STS-76 (Atlantis), STS-108 (Endeavor)",,
85,9541,David Fischer,,16.0,Deceased,01/07/1958,"New York, NY",Male,Pennsylvania State University; Air Force Institute of Technology; University of Houston-Clear Lake,Aerospace Engineering,Aerospace Engineering,Lieutenant Colonel,US Air Force,4,291,0,0.0,"STS-47 (Endeavor), STS-66 (Atlantis), STS-77 (Endeavor), STS-85 (Discovery), STS-95 (Discovery), STS-103 (Discovery)",,
86,9542,Christian Baird,1975.0,13.0,Retired,11/18/1942,"St. Paul, MN",Male,US Air Force Academy; Purdue University,Electrical Engineering,Astronautics,Commander,US Army,3,191,8,41.7,"STS-72 (Endeavor), STS-96 (Discovery), STS-105 (Discovery)",,
87,9543,Roger Richardson,1964.0,5.0,Active,02/04/1936,Hong Kong,Male,California State University-Fullerton; University of California-Davis,Mechanical Engineering,Earth & Planetary Sciences,Colonel,,4,284,2,7.6,"STS-6 (Challenger), STS 51-D (Discovery), STS-51-J (Atlantis)",,
88,9544,Joseph Gomez,1976.0,12.0,Retired,04/24/1940,"Houston, TX",Male,US Merchant Marine Academy; University of California-Los Angeles,Aerospace Engineering,Mechanical Engineering,Lieutenant Colonel,US Navy (Retired),3,47,0,0.0,"STS-9 (Columbia), STS 61-B (Atlantis), STS-28 (Columbia)",,
89,9545,Brenda Lynch,2008.0,20.0,Deceased,01/04/1966,"Killeen, TX",Male,Stanford University,Astronautical Engineering,Geology; Geophysics,,US Navy (Retired),5,936,8,45.3,,,
90,9546,Alexis Patrick,1988.0,9.0,Retired,02/11/1960,"Vancouver, WA",Male,US Air Force Academy; Georgia Institute of Technology,Mathematics & Physics,Electrical Engineering,,,3,1123,6,30.0,"STS 61-B (Atlantis), STS-30 (Atlantis)",,
91,9547,Jeffrey Murphy,2006.0,18.0,Retired,04/29/1966,"San Diego, CA",Male,US Air Force Academy; Purdue University,Physics,Mechanical Engineering,Commander,US Air Force,2,7871,0,0.0,"STS-127 (Endeavor), STS-135 (Atlantis)",,
92,9548,Christine Butler,1967.0,6.0,Management,09/05/1936,"Biloxi, MS",Male,Youngstown State University; University of Florida,Physics & Mathematics,Aeronautical Engineering; National Security & Strategic Studies,,US Air Force (Retired),1,162,0,0.0,"STS-124 (Discovery), STS-132 (Atlantis)",01/20/1993,
93,9549,Tanner Kaufman,2009.0,,Active,08/11/1974,"Cleveland, OH",Male,University of Sydney,Astronautical Engineering,Electrical Engineering; Business Administration,Colonel,US Navy,4,3900,5,26.9,"STS-66 (Atlantis), STS-82 (Discovery), STS-97 (Endeavor), STS-115 (Discovery)",,
94,9550,Jerome Pham,1987.0,13.0,Retired,09/26/1953,"Wheeler, TX",Male,US Air Force Academy; Purdue University,Mathematics & Economics,Mechanical Engineering,,,3,443,7,38.1,,,
95,9551,Christopher Powell,2004.0,18.0,Deceased,06/13/1965,"Marianna, FL",Male,University of Cambridge; MIT,Aeronautical Engineering,No Major,,,0,890,1,1.7,"STS-56 (Discovery), STS-66 (Atlantis), STS-96 (Discovery), STS-110 (Atlantis)",,
96,9552,Charles Harris,1999.0,17.0,Active,12/28/1958,"Dallas, TX",Male,University of Washington; Creighton University,Engineering,Aeronautical Engineering,,,1,1708,1,1.6,Apollo 1,,
97,9553,Ashley Castillo PhD,,20.0,Retired,05/17/1971,"Cooperstown, NY",Male,University of Sydney,Aerospace Engineering,No Major,,,6,1518,5,19.6,"Mercury 6, STS-95 (Discovery)",,
98,9554,Phillip Dixon,1988.0,8.0,Retired,01/14/1949,"Lebanon, MO",Male,Cambridge University,Aerospace Engineering,Aeronautical Engineering,,US Air Force,4,2242,7,37.6,"ISS-6 (Soyuz), STS-126 (Endeavor), ISS-30/31 (Soyuz)",,
99,9555,Michael Alexander,1995.0,,Deceased,04/29/1959,"Lewiston, MT",Male,US Naval Academy; MIT,Geology,No Major,,,1,10,3,9.8,STS 51-F (Challenger),,
100,9556,Cody Reynolds,1973.0,5.0,Retired,09/02/1948,"Mt. Ayr, IA",Male,Wellesley College; MIT,Aerospace Engineering,Safety Engineering; Industrial Engineering,Colonel,US Army (Retired),2,3734,2,4.3,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",10/02/1999,
101,9557,Adam Estrada,1996.0,18.0,Retired,07/20/1961,"St. Francis, KS",Male,Dartmouth College; Rice University,Engineering Science,Microbial Ecology; Environmental Engineering,,,1,323,8,47.9,"STS-32 (Columbia), STS-46 (Atlantis), STS-62 (Columbia), STS-81 (Atlantis), STS-98 (Atlantis)",,
102,9558,Kyle Trevino,2007.0,20.0,Retired,12/10/1966,"Lynchburg, VA",Male,Iowa Wesleyan College; Rice University,Physiology,Engineering Mechanics,Captain,US Air Force (Retired),3,171,5,22.7,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",08/14/1990,
103,9559,Adrian Vincent,1962.0,5.0,Management,05/24/1929,"Boston, MA",Male,US Air Force Academy; California Institute of Technology,Naval Sciences,Aeronautical Engineering; Systems Management,Colonel,US Marine Corps (Retired),4,64,0,0.2,"STS-55 (Columbia), STS-63 (Discovery)",,
104,9560,Shelley Evans,1983.0,8.0,Retired,01/08/1945,"Ancon, Panama",Male,Georgia Institute of Technology; US Naval Postgraduate School,Education,Planetary Science,Captain,US Navy,1,3269,2,7.2,STS-122 (Atlantis),,
105,9561,Alexandra Adams,1982.0,13.0,Retired,08/07/1949,"Grand Rapids, MI",Male,US Naval Academy,Computer Science,Electrical Engineering; Physical Sciences,Colonel,US Air Force (Retired),5,247,0,0.0,STS-114 (Discovery),04/19/1984,
