,Unnamed: 0,Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
10,855,James Morris,1996.0,18.0,Retired,12/09/1964,"Boston, MA",Male,University of Illinois,Nuclear Engineering,No Major,,,3,283,1,1.6,"STS-124/126 (Discovery/Endeavor), STS-134 (Endeavor)",,
11,856,Tyler Tyler Jr.,1966.0,3.0,Retired,04/07/1928,"Colorado Springs, CO",Male,University of Arizona; University of Central Florida,Physics,No Major,Major,US Navy,2,5156,7,31.8,"STS 51-C (Discovery), STS-31 (Discovery), STS-46 (Atlantis)",,
12,857,Tracey Hernandez,1984.0,11.0,Retired,08/09/1956,"Key West, FL",Female,Syracuse University; Marietta College; University of California-Los Angeles; University of Kentucky; University of Houston; Columbia University,Mathematics,Chemistry,,,4,6152,9,55.4,"STS 41-C (Challenger), STS 51-I (Discovery)",,
13,858,Mary White,1971.0,5.0,Deceased,07/11/1939,"Birmingham, AL",Male,US Naval Academy; US Naval Postgraduate School,Physics & Mathematics,Aeronautical Engineering,Colonel,US Navy (Retired),1,871,9,60.2,"STS-98 (Atlantis), ST-116 (Discovery), STS-127 (Endeavor)",,
14,859,Thomas Richardson,1988.0,12.0,Retired,02/25/1941,"Plainfield, NJ",Male,US Military Academy; University of Virginia,Chemistry,Astronautics,,,2,1365,10,64.5,"STS-32 (Columbia), STS-46 (Atlantis), STS-62 (Columbia), STS-81 (Atlantis), STS-98 (Atlantis)",,
15,860,Amanda Matthews,1974.0,5.0,Active,12/03/1946,"Philadelphia, PA",Male,George Washington University; University of Texas,Electrical Science,No Major,Captain,US Army (Retired),3,5037,4,20.7,,,
16,861,Laura Webb,2000.0,19.0,Retired,08/04/1961,"Cleveland, OH",Female,Northwest Nazarene College; University of Colorado,Engineering,Aeronautics & Astronautics,Colonel,US Air Force (Retired),2,496,1,3.8,STS-78 (Columbia),,
17,862,Stacey Dominguez,1991.0,14.0,Active,12/08/1959,"Biloxi, MS",Male,State University of New York; Embry-Riddle Aeronautical University; University of Florida,Biology & Psychology,Aeronautics; Aerospace Engineering,Colonel,US Air Force,4,721,8,47.3,STS-125 (Atlantis),,
18,863,Benjamin Hamilton,1968.0,6.0,Active,11/16/1934,"Boston, MA",Male,US Air Force Academy,Mechanical Engineering,Physics,,,2,815,0,0.1,"STS-40 (Columbia), STS-59 (Endeavor)",,
19,864,Rodney Williams,1978.0,10.0,Retired,01/03/1950,"Washington, DC",Male,Brown University; MIT,Aeronautical Engineering,Aeronautical Engineering,Captain,US Air Force,4,897,6,24.6,STS 51-L (Challenger),,
20,865,Kevin Foster,1977.0,9.0,Retired,08/31/1942,"Cambridge, OH",Male,US Military Academy; Georgia Institute of Technology,Physics,Medicine,,,2,1530,2,5.2,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,
21,866,Scott Newton,1980.0,9.0,Retired,10/13/1951,"San Diego, CA",Male,University of New Hampshire; University of Alabama-Birmingham; New York University,Mechanical Engineering,Mechanical Engineering,,US Air Force (Retired),2,633,2,6.4,"STS-44 (Atlantis), STS-55 (Columbia), STS-70 (Discovery), STS-78 (Columbia)",,
22,867,Jeffery Rodriguez,1987.0,14.0,Retired,05/29/1953,"San Antonio, TX",Male,US Naval Academy; University of Tennessee-Knoxville,Engineering,Mechanical  Engineering; Mechanical  Engineering & Materials Science,Colonel,US Army,1,571,0,0.1,"Apollo 12, Skylab 3",,
23,868,Jeffrey Anderson,1965.0,5.0,Deceased,03/09/1926,"Farmington, CT",Male,University College at Cardiff,Zoology,Mechanical & Aerospace Engineering,Captain,US Navy (Retired),2,190,0,0.2,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,
24,869,Laura Wilson,2000.0,14.0,Retired,08/20/1966,"Patterson, NJ",Male,University of California-Berkeley; University of New Mexico,Chemical Engineering,No Major,Colonel,US Air Force (Retired),0,2657,1,2.3,"STS-9 (Columbia), STS 61-B (Atlantis), STS-28 (Columbia)",,
25,870,Lisa Mcdaniel,1975.0,9.0,Retired,04/10/1939,"Phoenix, AZ",Male,University of Missouri; University of West Florida,Animal Nutrition,Microbial Ecology; Environmental Engineering,,,1,267,0,0.8,"STS-36 (Atlantis), STS-49 (Endeavor), STS-62 (Columbia)",,
26,871,Katie Clark,1979.0,13.0,Retired,10/02/1946,"Silverton, OR",Male,University of Utah; University of California-Berkley,Aeronautical Engineering,Operations Research,,,4,1301,9,60.4,"STS-115 (Atlantis), STS-126 (Endeavor)",,
27,872,Jacob Lindsey,1985.0,9.0,Retired,09/15/1946,"Key West, FL",Male,Vanderbilt University; University of Pennsylvania,,Aeronautical Engineering,Colonel,US Navy (Retired),2,2546,2,5.8,"STS-128/129 (Discovery/Atlantis), STS-133 (Discovery)",,
28,873,Caitlin Hogan,1992.0,14.0,Deceased,10/24/1954,"Cass City, MI",Female,Colorado State University; US Naval Postgraduate School,Mathematics,Metallurgical Engineering,Colonel,US Air Force,1,859,0,0.0,"STS 41-G (Challenger), STS-28 (Columbia), STS-45 (Atlantis)",,
29,874,Lisa Gray,1974.0,8.0,Retired,12/24/1942,"Jefferson, IA",Male,University of North Carolina,,Engineering Science,Major,US Navy (Retired),2,1518,0,0.1,"STS-36 (Atlantis), STS-49 (Endeavor), STS-62 (Columbia)",,
30,875,Juan Cook Jr.,,15.0,Retired,08/05/1963,"Indiana, PA",Male,North Carolina A&T State College; MIT,Mathematics,Electrical Engineering; Aeronautics & Astronautics,Captain,US Air Force Reserves (Retired),3,2391,3,12.3,"STS 41-G (Challenger), STS-28 (Columbia), STS-45 (Atlantis)",,
31,876,Colleen Evans,1987.0,,Deceased,03/12/1945,"Orange, NJ",Male,University of Rochester; California Institute of Technology,Physics,Veterinary Medicine; Public Administration,Colonel,,2,3231,9,58.5,"STS-122 (Atlantis), STS-129 (Atlantis)",06/26/2000,
32,877,Megan Fox,1991.0,15.0,Retired,09/26/1949,"Memphis, TN",Male,Pennsylvania State University; Rutgers University,Biology,Aeronautical Systems,,US Navy,2,5062,9,59.0,"STS-125 (Atlantis), STS-132 (Atlantis)",,
33,878,Christopher Love,2009.0,20.0,Active,07/08/1971,"Binghamton, NY",Male,Rice University,Electrical Engineering,No Major,,US Air Force,1,493,4,15.4,STS 51-L (Challenger),,
34,879,Megan Roberts,2006.0,18.0,Retired,12/09/1964,"Flushing, NY",Male,University of California-Berkeley; Colorado State University,Mechanical Engineering,Public Administration,Major General,US Marine Corps (Retired),5,1347,4,20.6,STS 41-G (Challenger),,
35,880,David Gardner,1998.0,19.0,Retired,09/07/1954,"LaCrosse, WI",Male,Whitman College,Chemical Engineering,Materials Science Engineering,Captain,US Air Force (Retired),1,211,8,48.1,"STS-39 (Discovery), STS-49 (Endeavor), STS-65 (Columbia)",,
36,881,Jorge Williams,1992.0,16.0,Deceased,08/19/1957,"Charleston, SC",Female,Lehigh University; Georgetown University,Chemistry & Biology,Aeronautical Engineering,,,4,1016,0,0.0,"STS-43 (Atlantis), STS-52 (Columbia), STS-68 (Endeavor), STS-81 (Atlantis)",,Apollo 1
37,882,Gloria Morgan,1980.0,,Retired,01/12/1944,Richfield. UT,Male,California Polytechnic State University,Biology,Mathematics,,,0,54,1,2.3,"STS-7 (Challenger), STS 51-A (Discovery), STS-26 (Discovery)",,
38,883,Jennifer Parks,1981.0,13.0,Retired,10/03/1945,"Bronx, NY",Female,University of Colorado; Florida Atlantic University; Texas A&M University,,Aeronautical Systems,,,2,36,0,0.2,"STS-91 (Discovery), STS-99 (Endeavor), STS-123 (Endeavor), STS-108 (Endeavor)",,
39,884,Tracy Gallagher,1979.0,13.0,Retired,08/24/1945,"Killeen, TX",Male,University of Wisconsin-Madison,Applied Science & Engineering,Mechanical Engineering,,,4,751,1,3.1,"STS-47 (Endeavor), STS-60 (Discovery), STS-85 (Discovery)",,
40,885,Brianna Pineda,1989.0,,Deceased,10/02/1955,"Detroit, MI",Female,University of Richmond; University of Virginia,Mathematics,Aeronautics & Astronautics; Physical Sciences,Captain,US Coast Guard (Retired),2,1286,9,59.9,STS 51-B (Challenger),,
41,886,Lori Martin,1968.0,5.0,Deceased,06/28/1949,"San Antonio, TX",Female,US Air Force Academy,Aerospace Engineering,Aeronautical Engineering,,,3,1141,3,11.9,Skylab 4,,
42,887,Michael Mcfarland,1996.0,14.0,Retired,09/11/1966,"Ft. Belvoir, VA",Male,US Naval Academy; University of Colorado,,No Major,,US Air Force Reserves (Retired),2,1153,4,20.2,"STS 51-C (Discovery), STS-31 (Discovery), STS-46 (Atlantis)",,
43,888,Kaitlyn Rose,2005.0,18.0,Active,08/31/1969,"Atlanta, GA",Male,US Military Academy; California Institute of Technology,Engineering Mechanics,Engineering Management,Colonel,,1,5274,6,29.0,"ISS-19/20 (Soyuz), STS-133 (Discovery)",,
44,889,Rodney Williams,1974.0,11.0,Retired,01/26/1942,"Cordova, AL",Male,US Military Academy; University of Michigan,Biological Science,Mechanical Engineering; Aeronautics & Astronautics,Captain,US Army,6,58,3,13.3,"STS-111 (Endeavor), STS-113 (Endeavor)",,
45,890,Richard Carter,1991.0,18.0,Retired,07/21/1953,"Columbus, GA",Male,Purdue University; University of California-Berkeley,Ecological Science,Mechanical  Engineering,,,3,1887,9,56.6,"STS-7 (Challenger), STS 51-B (Challenger), STS-30 (Atlantis), STS-42 (Discovery), STS-71 (Soyuz/Atlantis)",,
46,891,Tyler Thompson,1970.0,5.0,Management,09/30/1933,"El Paso, TX",Male,Brown University; MIT,Chemistry,Aeronautical & Astronautical Engineering,,,1,1102,1,1.7,"STS-117 (Atlantis), STS-128 (Discovery)",,STS-107 (Columbia)
47,892,Gail Kim,1986.0,12.0,Retired,03/13/1962,"Cape Girardeau, MO",Male,US Naval Academy; US Naval Postgraduate School,Aeronautical Engineering,Aeronautics & Astronautics,Colonel,,3,4740,9,57.2,"STS-116 (Discovery), STS-130 (Endeavor)",,
48,893,Amy Lester,1980.0,8.0,Retired,02/26/1950,"Dayton, OH",Male,US Naval Academy,Physics & Engineering,No Major,,US Marine Corps (Retired),1,129,0,0.0,STS-58 (Columbia),,
49,894,Michelle Cain,1983.0,8.0,Active,08/26/1947,"Cordova, AL",Male,Florida State University; University of Texas,Mathematics & Physics,Operations Research; Space Systems Management,Captain,US Air Force (Retired),3,1962,9,59.0,"STS-129 (Atlantis), ISS-41/42 (Soyuz)",11/04/1983,
50,895,Anthony Fernandez,1974.0,5.0,Management,05/21/1939,"Monroe, LA",Male,US Military Academy; University of Michigan,Military Engineering,Medicine; Aerospace Medicine,Brigadier General,US Air Force Reserves (Retired),1,522,6,28.9,"STS-9 (Columbia), STS-35 (Columbia)",,
51,896,Teresa Kim,1973.0,7.0,Retired,04/25/1947,"Flint, MI",Female,US Air Force Academy; University of Southern California,Physics & Astronomy,Physics,Colonel,,1,285,0,0.7,"STS-46 (Atlantis), STS-62 (Columbia), STS-75 (Columbia)",,
52,897,Julie Jefferson,1998.0,18.0,Retired,02/10/1956,"Baltimore, MD",Male,Pennsylvania State University; Air Force Institute of Technology; University of Houston-Clear Lake,,Engineering; Mechanical Engineering,Colonel,US Air Force,0,797,2,5.6,"STS-29 (Discovery), STS-40 (Columbia)",06/02/2004,
53,898,Mary Espinoza,1981.0,10.0,Retired,08/22/1953,"Minneapolis, MN",Male,Harvard University; MIT,Mechanical Engineering,No Major,Colonel,,1,2097,3,15.1,"STS 61-B (Atlantis), STS-30 (Atlantis)",,
54,899,Tricia Glover,1983.0,9.0,Deceased,06/18/1959,"Boulder, CO",Male,US Naval Academy,Mechanical Engineering,Aerospace Engineering,Colonel,US Marine Corps (Retired),2,2066,0,0.1,STS-116 (Discovery),,
55,900,Maria Robinson,2005.0,19.0,Retired,03/09/1966,"Frankfurt, West Germany",Male,Delft University of Technology; University of Delaware,Astronomy,Systems Engineering,,,4,407,4,17.6,"STS-9 (Columbia), STS-35 (Columbia)",,
56,901,Mary Perez,1967.0,3.0,Management,11/20/1941,"Faison, NC",Male,University of California-Berkeley; University of Houston,Chemistry,Engineering Science,,,2,946,0,0.0,"STS-68 (Endeavor), STS-79 (Atlantis), STS-89 (Endeavor), STS-106 (Atlantis)",,
57,902,David Cantu,1968.0,7.0,Active,06/04/1942,"Columbus, OH",Male,Columbia University; MIT,Chemistry; Physiological Optics,Mechanical Engineering,Colonel,,2,39,7,36.9,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",,
58,903,Michael Perez,1993.0,19.0,Retired,12/16/1956,"Ft. Huachuca, AZ",Male,University of Illinois,Mechanical Engineering,Aeronautical Engineering,,,2,2059,4,13.5,STS 41-C (Challenger),05/07/1989,
59,904,Eric Carter,1982.0,8.0,Retired,06/21/1956,"Del Norte, CO",Male,US Naval Academy,,Medicine,Major General,US Air Force (Retired),1,3326,2,7.5,Apollo 14,,
60,905,Dean Dodson,1999.0,16.0,Retired,03/14/1964,"Miami, FL",Male,US Military Academy; Georgia Institute of Technology,Physiology,Mechanical Engineering; Biomedical Engineering,,,4,5412,1,2.2,"STS-39 (Discovery), STS-49 (Endeavor), STS-65 (Columbia)",,
61,906,George Taylor,2002.0,18.0,Active,05/13/1966,"Ft. Belvoir, VA",Male,Delft University of Technology; University of Delaware,Economics,Materials Science,,,2,693,1,1.7,"ISS-6 (Soyuz), STS-126 (Endeavor), ISS-30/31 (Soyuz)",,
62,907,Sara Gonzalez,2008.0,20.0,Retired,06/12/1974,"Attleboro, MA",Male,Baldwin Wallace College; US Naval Postgraduate School,Chemical Engineering,No Major,Colonel,US Marine Corps (Retired),2,5022,10,64.4,"STS-60 (Discovery), STS-76 (Atlantis)",,
63,908,Erica Martin,1967.0,6.0,Retired,04/30/1941,"Rock Island, IL",Male,Georgia Institute of Technology,Nuclear Engineering,No Major,,US Navy (Retired),3,589,4,11.2,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,
64,909,Emily Pena,1981.0,12.0,Retired,07/26/1949,"Austin, TX",Male,University of Kansas; US Naval Postgraduate School,Physics,Chemistry,,,2,1462,0,0.0,"STS-72 (Endeavor), STS-87 (Columbia)",11/08/2007,
65,910,Joyce Horton,1998.0,19.0,Active,08/04/1961,"New York, NY",Female,US Military Academy; MIT,,Business Management; Space Operations,,,5,586,0,0.0,,,
66,911,Richard Hale,2003.0,18.0,Retired,11/23/1964,"Lake City, SC",Male,Lehigh University; MIT; Rutgers University,Engineering,Aeronautical Systems; Geophysics & Space Physics,Colonel,,3,137,0,0.1,STS-116 (Discovery),02/02/1989,
67,912,Michael Martinez,,6.0,Retired,05/19/1938,"Savannah, GA",Male,Drexel University; US Naval Postgraduate School,Computer Science,Astronomy,Captain,US Navy (Retired),1,1508,2,4.3,"STS-4 (Columbia), STS 41-D (Discovery), STS 61-A (Challenger)",06/14/2003,
68,913,Collin Alvarado,1996.0,14.0,Deceased,09/24/1956,"Boston, MA",Male,University of California at Los Angeles,Electrical Engineering,Laboratory Astrophysics,Colonel,US Navy (Retired),3,491,5,22.7,Apollo 15,,
69,914,Robert Joyce,1994.0,16.0,Active,04/05/1961,"Groton, CT",Female,University of Illinois; Stanford University,Marine Engineering & Nautical Science,Mechanical Engineering,Brigadier General,US Army,3,3179,8,47.1,"STS-51 (Discovery), STS-65 (Columbia), STS-79 (Atlantis), STS-108/111 (Endeavor)",,
70,915,Brian Adams,,7.0,Retired,05/08/1949,"Minneapolis, MN",Male,Southern Illinois University-Carbondale; Florida Institute of Technology,Aeronautical Engineering,Ocean Engineering,Colonel,,2,1915,7,40.9,"STS-125 (Atlantis), STS-132 (Atlantis)",,
71,916,Linda Wright,1979.0,10.0,Active,12/02/1946,"Southampton, NY",Male,US Air Force Academy,Zoology,No Major,Captain,US Navy,2,6256,10,64.2,"STS-124 (Discovery), ISS-27/28 (Soyuz)",,
72,917,Vincent David,1970.0,7.0,Deceased,11/26/1936,"Plattsburgh, NY",Male,Hastings College; Iowa State University,Aeronautical Engineering,Aerospace Engineering,,US Army (Retired),0,371,2,3.9,"STS-89 (Endeavor), STS-107 (Columbia)",,
73,918,Robert Pitts,,9.0,Retired,04/01/1954,"Plattsburgh, NY",Male,San Francisco State University,Physics,Aviation Systems,Captain,US Air Force,0,2410,4,18.2,"STS-126 (Endeavor), STS-132 (Atlantis), STS-133 (Discovery)",,
74,919,Jason Wells,1996.0,13.0,Retired,01/24/1953,"North Yorkshire, England",Male,Indiana University of Pennsylvania; Medical College of Pennsylvania,Astronautical Engineering,Aeronautics & Astronautics,Colonel,,2,2334,4,16.0,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,
75,920,Alicia Carter,1982.0,8.0,Active,04/03/1946,"Charleston, SC",Male,University of Notre Dame,Astronomy,No Major,,,3,1748,6,31.2,"STS-33 (Discovery), STS-49 (Endeavor), STS-61 (Endeavor), STS-73 (Columbia)",,
76,921,Susan Mclaughlin,1999.0,17.0,Retired,07/04/1966,"St. Paul, MN",Female,MIT,Mathematics,Science & Technology Administration; Aeronautical Engineering,Captain,US Navy (Retired),2,3054,2,5.9,"STS-38 (Atlantis), STS-48 (Discovery), STS-62 (Columbia)",,
77,922,Jasmine Perkins,1970.0,7.0,Retired,01/18/1945,"Chanute Air Force Base, IL",Male,University of Rochester; California Institute of Technology,Zoology,Mechanical Engineering; Electrical Engineering,Captain,US Marine Corps,4,87,2,5.1,"STS-39 (Discovery), STS-54 (Endeavor), STS-66 (Atlantis)",,
78,923,Jennifer Lewis,1978.0,9.0,Deceased,06/07/1941,"Arcadia, CA",Male,Punjab Engineering College; University of Texas-Arlington; University of Colorado,Mechanical Engineering,Public Health; Medicine,Colonel,,2,382,1,2.9,"STS-127 (Endeavor), STS-135 (Atlantis)",,
79,924,Margaret Madden,1965.0,3.0,Management,12/07/1925,"Indiana, PA",Male,US Air Force Academy; University of Arizona,Aeronautical & Astronautical Engineering,No Major,,,2,1033,0,0.1,STS-34 (Atlantis),,
80,925,Timothy Hatfield,2007.0,20.0,Retired,04/15/1971,"Killeen, TX",Female,US Military Academy; Georgia Institute of Technology,Chemical Engineering,Aeronautics & Astronautics; Instrumentation,,US Marine Corps (Retired),1,3196,2,6.3,"STS-127 (Endeavor), ISS-34/35 (Soyuz)",,
81,926,Ronald Noble,1995.0,18.0,Management,05/06/1958,"Cleveland, OH",Male,US Naval Academy; George Washington University,Aerospace Engineering,Medicine,,,2,255,0,0.0,"STS-2 (Columbia), STS 51-I (Discovery)",,
82,927,Andrea Garza,1967.0,4.0,Retired,06/27/1932,"Akron, OH",Female,Florida State University; US Naval Postgraduate School,Education,Mechanical  Engineering,Lieutenant Colonel,US Air Force,3,711,6,25.1,"STS 41-C (Challenger), STS 51-I (Discovery)",,
83,928,Kenneth Taylor,1980.0,,Retired,07/06/1949,"Morristown, NJ",Male,Northeastern University; MIT,Ocean Engineering,Aeronautical Systems; Geophysics & Space Physics,,US Navy (Retired),3,536,7,34.3,"STS 51-D (Discovery), STS-40 (Columbia), STS-58 (Columbia)",04/21/1982,
84,929,Patrick Jones,1982.0,10.0,Retired,06/28/1948,"Cleveland, OH",Male,US Naval Academy,,Medicine,,,1,18,0,0.0,Skylab 4,,
85,930,Curtis Hall,1988.0,11.0,Retired,09/01/1955,"Philadelphia, PA",Male,University of Washington; Creighton University,Engineering,Physics,Commander,US Navy (Retired),0,352,6,28.2,STS-119 (Discovery),,
86,931,Jessica Flowers,1992.0,,Deceased,08/19/1957,"Columbia, SC",Male,University of Notre Dame,Engineering,Aviation Systems,,,1,239,0,0.3,"STS-45 (Atlantis), STS-56 (Discovery), STS-63 (Discovery), STS-84/86 (Atlantis), STS-103 (Discovery), ISS-08 (Soyuz)",,
87,932,Christopher Rivera,1984.0,7.0,Retired,08/23/1949,"Portland, IN",Male,University of California-Berkeley; Colorado State University,Business Management; Aeronautical Engineering,Engineering,,,2,723,0,0.0,"STS-44 (Atlantis), STS-54 (Endeavor), STS-77 (Endeavor)",,
88,933,Caroline Norman,1978.0,8.0,Deceased,07/11/1950,"Philadelphia, PA",Male,University of Washington; Creighton University,Chemical Engineering,No Major,,,1,1248,4,19.3,"STS-118 (Endeavor), STS-133 (Discovery)",,
89,934,Caitlin Foley,1964.0,7.0,Retired,10/15/1927,"Warsaw, NY",Male,Montana State University; University of Colorado,Chemistry,Meteorology,Commander,US Navy (Retired),3,6,0,0.1,"STS-119 (Discovery), ISS-31/32 (Soyuz)",,
90,935,Tanya Morgan,1994.0,16.0,Retired,01/05/1950,"Cincinnati, OH",Male,Loyola College; MIT,Ecological Science,No Major,Colonel,US Air Force (Retired),2,450,2,3.8,"STS-9 (Columbia), STS-35 (Columbia)",02/22/1994,
91,936,Stacy Brown,1985.0,19.0,Deceased,03/17/1948,"Long Beach, CA",Male,Baldwin Wallace College; US Naval Postgraduate School,Civil Engineering,Physiology; Medicine; Law,,US Navy (Retired),0,156,9,61.0,STS-107 (Columbia),,
92,937,Cameron Serrano,1990.0,14.0,Retired,02/10/1955,"Norfolk, VA",Male,Kent State University; John Carroll University,Mechanical Engineering,Applied Physics,,US Air Force (Retired),4,735,0,0.7,"STS-120 (Discovery), ISS-24/25 (Soyuz)",,
93,938,Elizabeth Thompson,1996.0,17.0,Retired,05/09/1960,"San Diego, CA",Male,University of Kansas,Aeronautical Engineering,Ceramic Engineering; Biomedical Engineering,Colonel,US Air Force,4,3842,9,56.4,"STS-40 (Columbia), STS-52 (Columbia), STS-67 (Endeavor), STS-80 (Columbia), STS-98 (Discovery)",07/28/2001,
94,939,Kendra Holland,1992.0,,Retired,09/17/1953,"Patuxent River, MD",Male,University of Southern Mississippi; University of Texas-Arlington,Physics,Mechanical Engineering; Biomedical Engineering,Colonel,,3,195,4,16.3,"STS-65 (Columbia), STS-74 (Atlantis), STS-83 (Columbia), STS-94 (Columbia), STS-101 (Atlantis)",12/08/1992,
95,940,William Villegas,,12.0,Retired,03/31/1947,"Temple, TX",Female,University of Oklahoma; Stanford University,Aerospace Engineering,Public Administration,Captain,US Naval Reserves,2,651,2,9.0,,,
96,941,Cody Delacruz,1994.0,,Retired,11/21/1965,"Alta Vista, VA",Female,University of California-Berkeley; University of New Mexico,Mechanical Engineering,Chemistry,,,5,2253,2,6.7,"STS-44 (Atlantis), STS-54 (Endeavor), STS-77 (Endeavor)",03/01/1996,
97,942,Rebecca Young,1971.0,9.0,Retired,08/22/1940,"Melbourne, Australia",Male,University of Colorado,Applied Science & Engineering,Aeronautical Engineering,Captain,US Navy (Retired),0,1226,1,0.7,"STS-115 (Atlantis), STS-126 (Endeavor)",,
98,943,Aaron Walker,1979.0,9.0,Retired,06/10/1944,"Cape Girardeau, MO",Female,University of California-Berkeley; University of Tennessee,Aeronautical Engineering,Mechanical Engineering; Biomedical Engineering,,,3,1822,0,0.4,STS 51-C (Discovery),,
99,944,Paul Butler,1974.0,6.0,Management,05/22/1937,"Long Beach, CA",Male,Wellesley College; MIT,Engineering Management,Polymer Science & Engineering,,US Navy,1,1396,9,54.0,"STS-42 (Discovery), STS-51 (Discovery), STS-79 (Atlantis)",,
100,945,Joel Jenkins,1984.0,11.0,Retired,01/31/1944,"Mobile, AL",Male,US Naval Academy; Florida State Institute of Technology,Mechanical Engineering,No Major,Colonel,US Navy (Retired),1,836,3,10.4,STS-44 (Atlantis),,
101,946,Katherine Hobbs,2003.0,18.0,Retired,11/06/1967,"London, England",Male,California Polytechnic State University,Chemical Engineering,Aeronautical Engineering; Systems Management,Colonel,US Navy (Retired),0,4653,2,7.0,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,
102,947,Richard Walker,2000.0,18.0,Retired,12/28/1958,"Indianapolis, IN",Female,Loyola College; MIT,Physics & Mathematics,No Major,,,2,123,2,3.7,"STS-117/120 (Atlantis/Discovery), STS-131 (Discovery)",,
103,948,Dylan Moore,1986.0,12.0,Management,08/12/1944,"St. Francis, KS",Male,University of Arizona,Engineering,Mechanical Engineering,,,1,95,3,10.7,"STS-69 (Endeavor), STS-83 (Columbia), STS-94 (Columbia), STS-104 (Atlantis)",,
104,949,Grant Walker,1995.0,17.0,Retired,07/17/1961,"Shawnee, OK",Male,Yale University; University of Virginia,Aeronautical Engineering,Industrial Engineering,,,2,1856,0,0.7,"STS 41-D (Discovery), STS-29 (Discovery), STS-39 (Discovery)",,
105,950,Krystal Wang,1988.0,14.0,Retired,08/04/1946,"Los Angeles, CA",Male,US Naval Academy; Stanford University; University of Houston-Clear Lake,Electrical Engineering,Engineering Science; Medicine,,,3,40,9,54.4,,,
106,951,Kelly Kidd,1988.0,6.0,Retired,09/14/1953,"Memphis, TN",Male,US Air Force Academy; University of Southern California,Mathematics,Medicine,Major,US Army,3,260,0,0.0,STS 51-F (Challenger),,
